relative_path,before_size_bytes,after_size_bytes,before_modified_time,after_modified_time,before_sha256,after_sha256,status
park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_business_action_candidates.csv,1019,1019,2026-05-19T19:11:53,2026-05-19T19:11:53,6d90043e8f97bb2b5a492e959fe454edc4429cec182d0b20efdf614148669277,6d90043e8f97bb2b5a492e959fe454edc4429cec182d0b20efdf614148669277,unchanged
park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_dashboard_handoff_datamart.csv,11788930,11788930,2026-05-19T19:11:53,2026-05-19T19:11:53,05857033718afb17c49b1e2d1138e2dad5f4e1e91980c8ba70d5ef9f5febfaa3,05857033718afb17c49b1e2d1138e2dad5f4e1e91980c8ba70d5ef9f5febfaa3,unchanged
park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_proxy_artifact_audit.csv,4687,4687,2026-05-19T19:11:53,2026-05-19T19:11:53,0936870f0c79256c85fd2de44897711eb1390b6ac62a7741b652e74f16c0f262,0936870f0c79256c85fd2de44897711eb1390b6ac62a7741b652e74f16c0f262,unchanged
park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_representative_segment_assignment.csv,6879330,6879330,2026-05-19T19:11:53,2026-05-19T19:11:53,4235b44b966cb324978352d0b8b480b2f9597e3d9ab058a431d3297af9ab3f62,4235b44b966cb324978352d0b8b480b2f9597e3d9ab058a431d3297af9ab3f62,unchanged
park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_representative_segment_rules.csv,1474,1474,2026-05-19T19:11:53,2026-05-19T19:11:53,7643503994d9ac3b3c75231c3b83a986a6790eb5a785eca650c1053c8a2903a5,7643503994d9ac3b3c75231c3b83a986a6790eb5a785eca650c1053c8a2903a5,unchanged
park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_score_source_selection.csv,1909,1909,2026-05-19T19:11:53,2026-05-19T19:11:53,43351609814c1529d6930fcc2f51e9dbb50900ce08c35e5e0a7fb7902804a95b,43351609814c1529d6930fcc2f51e9dbb50900ce08c35e5e0a7fb7902804a95b,unchanged
park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_segment_summary.csv,2467,2467,2026-05-19T19:11:53,2026-05-19T19:11:53,6fcf17ac37925a04a7f143cbae3062ee12bf0e701f788d0d638754bf0e174125,6fcf17ac37925a04a7f143cbae3062ee12bf0e701f788d0d638754bf0e174125,unchanged
park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_segmentation_base_datamart.csv,8805920,8805920,2026-05-19T19:11:53,2026-05-19T19:11:53,0554f0eda743c525ecf8edd777afe04e0d15318b60dd6a3959b3a06f826a88cd,0554f0eda743c525ecf8edd777afe04e0d15318b60dd6a3959b3a06f826a88cd,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_business_recommendation_matrix.csv,4822,4822,2026-05-19T19:11:53,2026-05-19T19:11:53,c04768c7459e5a9e5294b85e45f0df692722d1bdf16ee3a5941c2c226bf764b5,c04768c7459e5a9e5294b85e45f0df692722d1bdf16ee3a5941c2c226bf764b5,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_final_checks.csv,1706,1706,2026-05-19T19:11:53,2026-05-19T19:11:53,a60c503ffb89793a94c75f2b2449d3960c988573b58dc62deac8279b71f6f2e9,a60c503ffb89793a94c75f2b2449d3960c988573b58dc62deac8279b71f6f2e9,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_mentor_QA_defense.csv,2884,2884,2026-05-19T19:11:53,2026-05-19T19:11:53,b2eea08492766cbd6031f4588599b61c1d35cdb627a12919a7cefbfcd729acea,b2eea08492766cbd6031f4588599b61c1d35cdb627a12919a7cefbfcd729acea,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_open_risks.csv,771,771,2026-05-19T19:11:53,2026-05-19T19:11:53,80652183c87a3e6c4dc2d55c85baf77d5427c7214aafc1558a47c3f6ff2378ab,80652183c87a3e6c4dc2d55c85baf77d5427c7214aafc1558a47c3f6ff2378ab,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_preflight_input_validation.csv,2251,2251,2026-05-19T19:11:53,2026-05-19T19:11:53,9e296d043f646fe6134972528429e62a86dc3befc7771a38791dd6f170590eed,9e296d043f646fe6134972528429e62a86dc3befc7771a38791dd6f170590eed,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_presentation_narrative_script.md,1918,1918,2026-05-19T19:11:53,2026-05-19T19:11:53,a902227b61c2fd7c0d1b870ecec8b43b6951ece5f288ab511f97cc53259fb7a3,a902227b61c2fd7c0d1b870ecec8b43b6951ece5f288ab511f97cc53259fb7a3,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_review_zip_inventory.csv,4300,4300,2026-05-19T19:11:53,2026-05-19T19:11:53,2bcc45ccc13bebfab8cc385ff08be4d81f1274b87847e604509039f165e371e9,2bcc45ccc13bebfab8cc385ff08be4d81f1274b87847e604509039f165e371e9,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_safe_unsafe_wording.csv,1117,1117,2026-05-19T19:11:53,2026-05-19T19:11:53,2d5c9950c35158baaccf74ae6dd9f7ee2de20d3a4cd8734da60661bb35112108,2d5c9950c35158baaccf74ae6dd9f7ee2de20d3a4cd8734da60661bb35112108,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_segment_priority_for_presentation.csv,2281,2281,2026-05-19T19:11:53,2026-05-19T19:11:53,1852992fdcb364dde1c26796be10a457e93310876ecaf05692f1b8766b93d8b1,1852992fdcb364dde1c26796be10a457e93310876ecaf05692f1b8766b93d8b1,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_segment_to_message_strategy.csv,4660,4660,2026-05-19T19:11:53,2026-05-19T19:11:53,2690385af42812d8d7faad2168ce258e435f86537e677e2771f5537fda34c628,2690385af42812d8d7faad2168ce258e435f86537e677e2771f5537fda34c628,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_slide_outline.csv,3650,3650,2026-05-19T19:11:53,2026-05-19T19:11:53,20b8651acf9814659261ead7c50abfdb6303d24d15911c512f5de6ce824b7755,20b8651acf9814659261ead7c50abfdb6303d24d15911c512f5de6ce824b7755,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_source_fingerprint_before_after.csv,4126,4126,2026-05-19T19:11:53,2026-05-19T19:11:53,ab2e3a982f3a530232f51ac241c6a5b2f30567d27c1190ef7f66d88a2fd91c41,ab2e3a982f3a530232f51ac241c6a5b2f30567d27c1190ef7f66d88a2fd91c41,unchanged
park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_storyline_master.md,2226,2226,2026-05-19T19:11:53,2026-05-19T19:11:53,3b1a9033c9c0eb5a0cf5b96f7cadb423e0b24050d6553f208c08e860659bd5b2,3b1a9033c9c0eb5a0cf5b96f7cadb423e0b24050d6553f208c08e860659bd5b2,unchanged
