MOVIE_NUM,movie_title,ott_release_month,title_key_norm,metadata_source,metadata_quality,use_for_content_features,source_wavve_flag,source_kobis_flag,source_movie5171_flag,used_movie5171_auxiliary_flag,primary_metadata_covered_flag,metadata_covered_flag,wavve_match_count,kobis_match_count,movie5171_match_count,wavve_movieids,kobis_movie_codes,movie5171_titles,wavve_titles,kobis_titles,kobis_titles_en,kobis_type_names,kobis_selected_movie_code,kobis_selected_title,kobis_selected_title_en,kobis_selected_type,kobis_selected_directors,kobis_selected_actors,title_year_hint,kobis_title_similarity,kobis_year_diff_min,kobis_year_match_flag,kobis_low_confidence_reasons,wavve_genre_raw,kobis_genre_raw,kobis_selected_genre_raw,movie5171_genre_raw,unified_genres,wavve_tags_raw,wavve_country_raw,kobis_country_raw,kobis_selected_country_raw,movie5171_country_raw,unified_countries,wavve_age_rating_norm,kobis_age_rating_norm,kobis_selected_age_rating_norm,unified_age_rating,wavve_runtime_min,kobis_runtime_min,kobis_selected_runtime_min,movie5171_runtime_min,unified_runtime_min,wavve_release_year,kobis_release_year,kobis_open_year,kobis_selected_release_year,kobis_selected_open_year,unified_release_year,is_kids_animation,is_family_content,is_adult_content,is_korean_content,is_us_content,is_japanese_content,is_recent_content,is_old_content,is_long_movie,is_short_content
12275,메기의추억,201906,메기의추억,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12276,천녀유혼(1987),202004,천녀유혼(1987),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_AN01_AN0000000516|MV_AN01_AN0000000644,,천녀유혼(1987),천녀유혼 (2003)|천녀유혼 (1998),,,,,,,,,,1987,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,공포|로맨스|액션|SF|판타지|드라마|애니메이션,,,액션|판타지|공포,드라마|액션|로맨스|SF/판타지|애니메이션/키즈|공포,공포|로맨스|액션|판타지|드라마|애니메이션,홍콩|일본,,,홍콩,홍콩|일본,15세|12세,,,15세|12세,89.3,,,95.0,89.3,2022,,,,,2022,1,1,0,0,0,1,1,0,0,0
12277,만델라:자유를향한머나먼여정,201607,만델라자유를향한머나먼여정,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12278,한여름의판타지아,201507,한여름의판타지아,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12279,하우스바운드,201607,하우스바운드,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12280,새벽의저주:악령의부활(2016),202002,새벽의저주악령의부활(2016),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2016,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12281,아나운서살인사건,201906,아나운서살인사건,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12282,강원도의힘(1998),201707,강원도의힘(1998),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1998,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12283,월드트레이드센터,201309,월드트레이드센터,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12284,디어마이프렌드,201910,디어마이프렌드,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12285,쟈니의100페소,201903,쟈니의100페소,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12286,가족사진,201808,가족사진,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12287,몽마르트파파,202001,몽마르트파파,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20191682,몽마르트파파,,몽마르트 파파,Montmartre de Papa,장편,20191682,몽마르트 파파,Montmartre de Papa,장편,민병우,민형식|이운숙|민병우|최은지|서보경,,1.0000,,,,,다큐멘터리,다큐멘터리,다큐멘터리,다큐/교양,,,한국,한국,대한민국,한국,,전체,전체,전체,,83.0,83.0,83.0,83.0,,2019,2020,2019,2020,2019,0,1,0,1,0,0,1,0,0,0
12288,프리저베이션홀재즈밴드,202004,프리저베이션홀재즈밴드,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12289,도쿄아포칼립스:최후의결전,201509,도쿄아포칼립스최후의결전,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12290,트립투잉글랜드(2010),202103,트립투잉글랜드(2010),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2010,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12291,버츄얼코드,201909,버츄얼코드,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12292,U235:무적의잠수함,202011,u235무적의잠수함,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_NM01_NM000000589,,U235:무적의잠수함,U-235: 무적의 잠수함,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,전쟁|재난|액션|모험,,,액션|전쟁|역사|유럽에서 제작,액션|모험/어드벤처|전쟁/재난,전쟁|액션|모험,벨기에,,,몰타|네덜란드|벨기에,벨기에,청불,,,청불,102.4,,,110.0,102.4,2019,,,,,2019,0,0,1,0,0,0,1,0,0,0
12293,창궐,201811,창궐,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_LX01_LX0000001062,,창궐,좀비 창궐의 날,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,공포,,,공포|드라마|판타지|액션|서부|역사|스릴러,공포,공포,이탈리아,,,대한민국,이탈리아,15세,,,15세,86.3,,,122.0,86.3,2018,,,,,2018,0,0,0,0,0,0,1,0,0,0
12294,사랑의종합병원,201403,사랑의종합병원,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12295,미국인친구,201406,미국인친구,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12296,브랜디드,201309,브랜디드,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12297,그레이의50가지그림자,201612,그레이의50가지그림자,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CG01_NU0000011138,,그레이의50가지그림자,그레이의 50가지 그림자,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,에로티시즘|드라마,,,드라마|로맨스|스릴러,드라마|기타,에로티시즘|드라마,미국,,,미국,미국,청불,,,청불,125.4,,,125.0,125.4,2015,,,,,2015,0,0,1,0,1,0,0,0,1,0
12298,고백(2020),202103,고백(2020),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,3.0,,1.0,MV_EB01_EB000000198|MV_ST01_ST000000700|MV_EN01_EN000000910,,고백(2020),고백 (2025)|고백 (2015)|고백 (2021),,,,,,,,,,2020,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,스릴러|미스터리|드라마|범죄,,,스릴러|드라마|유럽에서 제작,드라마|스릴러/범죄,스릴러|미스터리|드라마|범죄,일본|대한민국,,,일본,일본|한국,15세|청불,,,15세|청불,96.1,,,107.0,96.1,2021,,,,,2021,0,0,0,1,0,1,1,0,0,0
12299,두바퀴로서다,201505,두바퀴로서다,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12300,신비한동물들과그린델왈드의범죄,201812,신비한동물들과그린델왈드의범죄,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_CD01_WR0000011561|MV_CD01_WR0000011562,,신비한동물들과그린델왈드의범죄,(자막) 신비한 동물들과 그린델왈드의 범죄|(더빙) 신비한 동물들과 그린델왈드의 범죄,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,모험|SF|판타지,,,액션|판타지|가족|다큐멘터리,SF/판타지|모험/어드벤처,모험|판타지,미국,,,영국|미국,미국,12세,,,12세,133.9,,,134.0,133.9,2018,,,,,2018,0,1,0,0,1,0,1,0,1,0
12301,이터널코드,202004,이터널코드,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12302,크리미널오디션,202102,크리미널오디션,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12303,23아이덴티티,201703,23아이덴티티,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CG01_NU0000011287,,23아이덴티티,23 아이덴티티,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,공포|스릴러,,,스릴러|공포,스릴러/범죄|공포,공포|스릴러,미국,,,미국,미국,15세,,,15세,117.3,,,117.0,117.3,2017,,,,,2017,0,0,0,0,1,0,0,0,0,0
12304,트와일라잇(2008),201904,트와일라잇(2008),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_LO01_LO0000000038,,트와일라잇(2008),트와일라잇,,,,,,,,,,2008,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,로맨스|드라마|SF|판타지,,,드라마|로맨스|판타지,드라마|로맨스|SF/판타지,로맨스|드라마|판타지,미국,,,미국|영국,미국,12세,,,12세,121.8,,,122.0,121.8,2008,,,,,2008,0,1,0,0,1,0,0,1,1,0
12305,황제를위하여,201407,황제를위하여,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_C901_SG0000054240,,황제를위하여,황제를 위하여,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,액션,,,액션|범죄|스릴러,액션,액션,대한민국,,,대한민국,한국,청불,,,청불,104.3,,,104.0,104.3,2014,,,,,2014,0,0,1,1,0,0,0,0,0,0
12306,메이즈러너:데스큐어[다국어자막],201810,메이즈러너데스큐어다국어자막,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12307,에스코트2,201309,에스코트2,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12308,도둑냥,202004,도둑냥,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12309,아무도모를꺼야,201310,아무도모를꺼야,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12310,좀비대에일리언,201705,좀비대에일리언,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20176461,좀비대에일리언,,좀비 대 에일리언,ZOMBIES VS JOE ALIEN,장편,20176461,좀비 대 에일리언,ZOMBIES VS JOE ALIEN,장편,로코 니시보치아,,,1.0000,,,,,SF|액션|스릴러,SF|액션|스릴러,다큐멘터리,액션|스릴러/범죄|SF/판타지,,,미국,미국,,미국,,15세,15세,15세,,74.0,74.0,85.0,74.0,,2017,2017,2017,2017,2017,0,0,0,0,1,0,0,0,0,0
12311,망자의지정석,201808,망자의지정석,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12312,뱃속이무거워서꺼내야했어,202011,뱃속이무거워서꺼내야했어,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12314,요요마와실크로드앙상블,201701,요요마와실크로드앙상블,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12315,프레이:인간사냥,201907,프레이인간사냥,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12316,바그다드카페:디렉터스컷,201607,바그다드카페디렉터스컷,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,바그다드카페:디렉터스컷,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,코미디|드라마|유럽에서 제작,드라마|코미디|기타,,,,,독일,독일,,,,,,,,108.0,108.0,,,,,,,0,0,0,0,0,0,0,0,0,0
12317,휘파람의노래:시벨,202003,휘파람의노래시벨,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12318,[OCEAN공개]기적의팀:샤페코엔시,202103,ocean공개기적의팀샤페코엔시,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12320,안나카레니나(1997),202003,안나카레니나(1997),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,3.0,,1.0,MV_CX01_CX0000011179|MV_CL01_JY0000011615|MV_CG01_NU0000011358,,안나카레니나(1997),안나 카레니나 (1997)|안나 카레니나 (1948)|안나 카레니나 (2012),,,,,,,,,,1997,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,드라마,,,드라마|로맨스,드라마,드라마,미국|영국,,,러시아|영국|미국,미국|영국,15세,,,15세,108.2,,,108.0,108.2,1997,,,,,1997,0,0,0,0,1,0,0,1,0,0
12321,램페이지,201612,램페이지,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CD01_WR0000011543,,램페이지,램페이지,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,모험|액션,,,액션|SF,액션|모험/어드벤처,모험|액션,미국,,,미국,미국,12세,,,12세,107.3,,,107.0,107.3,2018,,,,,2018,0,1,0,0,1,0,1,0,0,0
12322,닌자터틀:어둠의히어로,201612,닌자터틀어둠의히어로,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12323,북경의55일,202002,북경의55일,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12324,거미의계략,202010,거미의계략,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12325,블랙피쉬,201403,블랙피쉬,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12326,레지던트이블5:최후의심판,201604,레지던트이블5최후의심판,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CF01_SY0000011122,,레지던트이블5:최후의심판,레지던트 이블5: 최후의 심판,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,스릴러|공포|액션,,,SF|액션|공포|스릴러,액션|스릴러/범죄|공포,스릴러|공포|액션,미국,,,미국|캐나다|독일,미국,청불,,,청불,95.6,,,95.0,95.6,2012,,,,,2012,0,0,1,0,1,0,0,0,0,0
12327,용병이반(1996),202102,용병이반(1996),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1996,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12328,양리칭의예스마담:자웅대도,201906,양리칭의예스마담자웅대도,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12329,비블리아고서당사건수첩,201906,비블리아고서당사건수첩,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20197083,비블리아고서당사건수첩,,비블리아 고서당 사건수첩,The Antique: Secret of The Old Books,장편,20197083,비블리아 고서당 사건수첩,The Antique: Secret of The Old Books,장편,미시마 유키코,쿠로키 하루|노무라 슈헤이|히가시데 마사히로|카호,,1.0000,,,,,미스터리|드라마,미스터리|드라마,드라마|스릴러,드라마|스릴러/범죄,,,일본,일본,일본,일본,,12세,12세,12세,,120.0,120.0,121.0,120.0,,2018,2019,2018,2019,2018,0,1,0,0,0,1,1,0,1,0
12330,펑정지에는펑정지에다,201607,펑정지에는펑정지에다,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12331,스파이럴,201904,스파이럴,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12332,쓰루더파이어,202007,쓰루더파이어,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12333,"조제,호랑이그리고물고기들",201701,조제호랑이그리고물고기들,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,3.0,,1.0,MV_CX01_CX0000011113|MV_CW01_CW0000011581|MV_CW01_CW0000011582,,"조제,호랑이그리고물고기들","조제, 호랑이 그리고 물고기들|(자막) 조제, 호랑이 그리고 물고기들|(더빙) 조제, 호랑이 그리고 물고기들",,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,로맨스|드라마|애니메이션,,,드라마|로맨스,드라마|로맨스|애니메이션/키즈,로맨스|드라마|애니메이션,일본,,,일본,일본,15세|12세,,,15세|12세,98.3,,,116.0,98.3,2021,,,,,2021,1,1,0,0,0,1,1,0,0,0
12334,채피,201504,채피,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CF01_SY0000011361,,채피,채피,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,SF|판타지|범죄|액션,,,범죄|액션|SF|드라마|스릴러,액션|스릴러/범죄|SF/판타지,SF|범죄|액션,미국,,,남아프리카공화국|멕시코|미국,미국,15세,,,15세,120.3,,,120.0,120.3,2015,,,,,2015,0,0,0,0,1,0,0,0,1,0
12335,살파랑,201207,살파랑,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CV01_KE0000011871,,살파랑,살파랑 2: 운명의 시간,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,범죄|액션,,,액션|범죄|스릴러|드라마,액션|스릴러/범죄,범죄|액션,중국|홍콩,,,China|홍콩,중국|홍콩,청불,,,청불,120.1,,,120.0,120.1,2016,,,,,2016,0,0,1,0,0,0,0,0,1,0
12336,바보들의거짓말,201701,바보들의거짓말,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12337,10대의반항,201401,10대의반항,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12338,브라질(1985),201805,브라질(1985),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1985,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12339,시험에들지말게하옵시며(2011),201608,시험에들지말게하옵시며(2011),movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,시험에들지말게하옵시며(2011),,,,,,,,,,,2011,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,드라마|유럽에서 제작,드라마|기타,,,,,프랑스,프랑스,,,,,,,,109.0,109.0,,,,,,,0,0,0,0,0,0,0,0,0,0
12340,러빙,201703,러빙,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12341,커튼콜,201612,커튼콜,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12342,원라인,201705,원라인,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20151230,원라인,,원라인,ONE-LINE,장편,20151230,원라인,ONE-LINE,장편,양경모,임시완|진구|박병은|이동휘|김선영,,1.0000,,,,,범죄,범죄,스릴러|범죄|드라마,스릴러/범죄,,,한국,한국,대한민국,한국,,15세,15세,15세,,131.0,131.0,131.0,131.0,,2016,2017,2016,2017,2016,0,0,0,1,0,0,0,0,1,0
12343,무명인,201901,무명인,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CI01_LE0000011117,,무명인,무명인,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,스릴러,,,드라마|스릴러,스릴러/범죄,스릴러,대한민국,,,일본,한국,15세,,,15세,120.0,,,120.0,120.0,2014,,,,,2014,0,0,0,1,0,0,0,0,1,0
12344,스투버,201910,스투버,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12345,범죄의요소,201312,범죄의요소,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12346,그후,201707,그후,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,그후,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,Reality TV,기타,,,,,대한민국,한국,,,,,,,,64.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0
12347,샤만카(1996),202004,샤만카(1996),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1996,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
12348,원스,201808,원스,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_LO01_LO0000000025,,원스,원스,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마|로맨스,,,코미디|가족|드라마|스포츠,드라마|로맨스,드라마|로맨스,,,,Arjantin,,전체,,,전체,86.3,,,23.0,86.3,2007,,,,,2007,0,1,0,0,0,0,0,1,0,0
12349,렛미아웃,201309,렛미아웃,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
