membership_row_id,w1_1_has_watch_obs,w1_1_total_watch_time,w1_1_total_sessions,w1_1_unique_contents,w1_1_unique_watch_days,w1_1_avg_watch_time_per_session,w1_1_max_daily_watch_time,w1_1_max_day_share,w1_1_one_minute_watch_count,w1_1_short_watch_count_le5,w1_1_short_watch_time_le5,w1_1_week1_watch_time,w1_1_week1_sessions,w1_1_week1_ratio
20211,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20212,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20213,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20214,1,185.0,2,2,2,92.5,116.0,0.627027,0,0,0.0,185.0,2,1.0
20215,1,232.0,6,4,3,38.666667,184.0,0.793103,0,1,2.0,232.0,6,1.0
20216,1,129.0,2,1,1,64.5,129.0,1.0,1,1,1.0,129.0,2,1.0
20217,1,806.0,6,6,5,134.333333,227.0,0.281638,0,0,0.0,806.0,6,1.0
20218,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20219,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20220,1,76.0,2,2,1,38.0,76.0,1.0,0,0,0.0,76.0,2,1.0
20221,1,161.0,1,1,1,161.0,161.0,1.0,0,0,0.0,161.0,1,1.0
20222,1,66.0,3,3,1,22.0,66.0,1.0,0,1,4.0,66.0,3,1.0
20223,1,9.0,1,1,1,9.0,9.0,1.0,0,0,0.0,9.0,1,1.0
20224,1,29.0,2,1,1,14.5,29.0,1.0,1,1,1.0,29.0,2,1.0
20225,1,42.0,4,2,2,10.5,28.0,0.666667,0,1,3.0,42.0,4,1.0
20226,1,74.0,1,1,1,74.0,74.0,1.0,0,0,0.0,74.0,1,1.0
20227,1,81.0,5,2,3,16.2,41.0,0.506173,1,1,1.0,81.0,5,1.0
20228,1,97.0,2,2,2,48.5,76.0,0.783505,0,0,0.0,97.0,2,1.0
20229,1,417.0,5,5,3,83.4,217.0,0.520384,1,1,1.0,417.0,5,1.0
20230,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20231,1,18.0,2,2,2,9.0,17.0,0.944444,1,1,1.0,18.0,2,1.0
20232,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20233,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20234,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20235,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20236,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20237,1,9.0,2,2,2,4.5,8.0,0.888889,1,1,1.0,9.0,2,1.0
20238,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20239,1,106.0,2,1,1,53.0,106.0,1.0,0,0,0.0,106.0,2,1.0
20240,1,32.0,2,1,2,16.0,31.0,0.96875,1,1,1.0,32.0,2,1.0
20241,1,41.0,2,2,1,20.5,41.0,1.0,1,1,1.0,41.0,2,1.0
20242,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20243,1,114.0,1,1,1,114.0,114.0,1.0,0,0,0.0,114.0,1,1.0
20244,1,502.0,6,2,3,83.666667,286.0,0.569721,1,1,1.0,502.0,6,1.0
20245,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20246,1,248.0,3,2,3,82.666667,121.0,0.487903,0,0,0.0,248.0,3,1.0
20247,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20248,1,46.0,1,1,1,46.0,46.0,1.0,0,0,0.0,46.0,1,1.0
20249,1,406.0,8,4,6,50.75,149.0,0.366995,1,1,1.0,406.0,8,1.0
20250,1,6.0,2,1,1,3.0,6.0,1.0,1,2,6.0,6.0,2,1.0
20251,1,230.0,5,4,4,46.0,112.0,0.486957,1,1,1.0,230.0,5,1.0
20252,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20253,1,40.0,4,4,1,10.0,40.0,1.0,1,3,8.0,40.0,4,1.0
20254,1,437.0,7,7,3,62.428571,200.0,0.457666,0,0,0.0,437.0,7,1.0
20255,1,176.0,4,2,3,44.0,93.0,0.528409,1,1,1.0,176.0,4,1.0
20256,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20257,1,4.0,2,2,1,2.0,4.0,1.0,1,2,4.0,4.0,2,1.0
20258,1,90.0,3,2,2,30.0,57.0,0.633333,0,0,0.0,90.0,3,1.0
20259,1,40.0,1,1,1,40.0,40.0,1.0,0,0,0.0,40.0,1,1.0
20260,1,199.0,6,2,3,33.166667,107.0,0.537688,1,2,3.0,199.0,6,1.0
20261,1,5.0,3,3,1,1.666667,5.0,1.0,1,3,5.0,5.0,3,1.0
20262,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
20263,1,23.0,1,1,1,23.0,23.0,1.0,0,0,0.0,23.0,1,1.0
20264,1,90.0,2,1,1,45.0,90.0,1.0,1,1,1.0,90.0,2,1.0
20265,1,384.0,10,7,2,38.4,280.0,0.729167,4,5,9.0,384.0,10,1.0
20266,1,295.0,9,3,6,32.777778,54.0,0.183051,2,3,5.0,295.0,9,1.0
20267,1,131.0,4,3,2,32.75,94.0,0.717557,1,1,1.0,131.0,4,1.0
20268,1,114.0,3,2,2,38.0,108.0,0.947368,1,2,6.0,114.0,3,1.0
20269,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20270,1,14.0,2,1,2,7.0,13.0,0.928571,1,1,1.0,14.0,2,1.0
20271,1,6.0,2,1,1,3.0,6.0,1.0,1,2,6.0,6.0,2,1.0
20272,1,98.0,2,2,2,49.0,92.0,0.938776,0,0,0.0,98.0,2,1.0
20273,1,240.0,10,9,2,24.0,228.0,0.95,4,7,13.0,240.0,10,1.0
20274,1,29.0,5,5,2,5.8,24.0,0.827586,1,3,9.0,29.0,5,1.0
20275,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20276,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20277,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20278,1,10.0,1,1,1,10.0,10.0,1.0,0,0,0.0,10.0,1,1.0
20279,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20280,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20281,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20282,1,713.0,38,20,4,18.763158,311.0,0.436185,11,21,41.0,713.0,38,1.0
20283,1,48.0,1,1,1,48.0,48.0,1.0,0,0,0.0,48.0,1,1.0
20284,1,83.0,4,4,2,20.75,55.0,0.662651,0,2,6.0,83.0,4,1.0
20285,1,151.0,11,7,2,13.727273,126.0,0.834437,4,6,11.0,151.0,11,1.0
20286,1,11.0,3,2,1,3.666667,11.0,1.0,1,2,5.0,11.0,3,1.0
20287,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
20288,1,92.0,2,1,2,46.0,56.0,0.608696,0,0,0.0,92.0,2,1.0
20289,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20290,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20291,1,92.0,6,4,3,15.333333,62.0,0.673913,1,1,1.0,92.0,6,1.0
20292,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20293,1,9.0,1,1,1,9.0,9.0,1.0,0,0,0.0,9.0,1,1.0
20294,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20295,1,32.0,1,1,1,32.0,32.0,1.0,0,0,0.0,32.0,1,1.0
20296,1,42.0,2,2,2,21.0,41.0,0.97619,1,1,1.0,42.0,2,1.0
20298,1,110.0,6,4,2,18.333333,107.0,0.972727,3,3,3.0,110.0,6,1.0
20299,1,3.0,2,2,2,1.5,2.0,0.666667,1,2,3.0,3.0,2,1.0
20300,1,187.0,2,2,2,93.5,95.0,0.508021,0,0,0.0,187.0,2,1.0
20301,1,4.0,1,1,1,4.0,4.0,1.0,0,1,4.0,4.0,1,1.0
20302,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20304,1,110.0,2,2,1,55.0,110.0,1.0,0,1,2.0,110.0,2,1.0
20305,1,145.0,3,3,2,48.333333,116.0,0.8,0,0,0.0,145.0,3,1.0
20306,1,20.0,3,3,2,6.666667,19.0,0.95,2,2,2.0,20.0,3,1.0
20307,1,220.0,7,3,3,31.428571,190.0,0.863636,2,2,2.0,220.0,7,1.0
20308,1,192.0,3,1,1,64.0,192.0,1.0,0,0,0.0,192.0,3,1.0
20309,1,62.0,1,1,1,62.0,62.0,1.0,0,0,0.0,62.0,1,1.0
20310,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20311,1,193.0,4,3,2,48.25,187.0,0.968912,0,0,0.0,193.0,4,1.0
20312,1,102.0,1,1,1,102.0,102.0,1.0,0,0,0.0,102.0,1,1.0
20313,1,44.0,11,9,3,4.0,26.0,0.590909,7,7,7.0,44.0,11,1.0
20314,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
20315,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20316,1,127.0,4,1,3,31.75,66.0,0.519685,0,1,5.0,127.0,4,1.0
20317,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20318,1,108.0,2,1,1,54.0,108.0,1.0,0,0,0.0,108.0,2,1.0
20319,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20320,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20321,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20322,1,176.0,4,3,3,44.0,110.0,0.625,0,0,0.0,176.0,4,1.0
20323,1,135.0,3,2,1,45.0,135.0,1.0,2,2,2.0,135.0,3,1.0
20324,1,4.0,1,1,1,4.0,4.0,1.0,0,1,4.0,4.0,1,1.0
20325,1,275.0,5,5,2,55.0,188.0,0.683636,1,1,1.0,275.0,5,1.0
20326,1,105.0,1,1,1,105.0,105.0,1.0,0,0,0.0,105.0,1,1.0
20327,1,78.0,1,1,1,78.0,78.0,1.0,0,0,0.0,78.0,1,1.0
20328,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20329,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20330,1,380.0,8,5,4,47.5,191.0,0.502632,0,1,2.0,380.0,8,1.0
20331,1,194.0,4,2,2,48.5,124.0,0.639175,1,1,1.0,194.0,4,1.0
20332,1,49.0,1,1,1,49.0,49.0,1.0,0,0,0.0,49.0,1,1.0
20333,1,201.0,2,2,2,100.5,103.0,0.512438,0,0,0.0,201.0,2,1.0
20334,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20335,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20336,1,46.0,1,1,1,46.0,46.0,1.0,0,0,0.0,46.0,1,1.0
20338,1,98.0,5,2,3,19.6,68.0,0.693878,1,3,6.0,98.0,5,1.0
20339,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20340,1,12.0,1,1,1,12.0,12.0,1.0,0,0,0.0,12.0,1,1.0
20341,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20342,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20343,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20344,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20345,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20346,1,108.0,1,1,1,108.0,108.0,1.0,0,0,0.0,108.0,1,1.0
20347,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20348,1,157.0,1,1,1,157.0,157.0,1.0,0,0,0.0,157.0,1,1.0
20349,1,933.0,18,15,5,51.833333,400.0,0.428725,6,10,16.0,933.0,18,1.0
20350,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20351,1,7.0,1,1,1,7.0,7.0,1.0,0,0,0.0,7.0,1,1.0
20352,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20353,1,43.0,2,1,1,21.5,43.0,1.0,1,1,1.0,43.0,2,1.0
20354,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20355,1,3.0,1,1,1,3.0,3.0,1.0,0,1,3.0,3.0,1,1.0
20356,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20357,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20358,1,202.0,4,3,1,50.5,202.0,1.0,2,2,2.0,202.0,4,1.0
20359,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20360,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20361,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
20362,1,16.0,3,3,2,5.333333,15.0,0.9375,1,2,4.0,16.0,3,1.0
20363,1,575.0,5,2,4,115.0,205.0,0.356522,0,0,0.0,575.0,5,1.0
20364,1,5.0,2,2,1,2.5,5.0,1.0,1,2,5.0,5.0,2,1.0
20365,1,367.0,5,5,3,73.4,151.0,0.411444,1,1,1.0,367.0,5,1.0
20366,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20367,1,305.0,9,5,3,33.888889,156.0,0.511475,2,3,6.0,305.0,9,1.0
20368,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20369,1,134.0,1,1,1,134.0,134.0,1.0,0,0,0.0,134.0,1,1.0
20370,1,141.0,2,2,1,70.5,141.0,1.0,0,0,0.0,141.0,2,1.0
20371,1,78.0,2,2,2,39.0,73.0,0.935897,0,1,5.0,78.0,2,1.0
20372,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20373,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20374,1,12.0,1,1,1,12.0,12.0,1.0,0,0,0.0,12.0,1,1.0
20375,1,50.0,2,1,1,25.0,50.0,1.0,0,0,0.0,50.0,2,1.0
20376,1,388.0,6,5,3,64.666667,241.0,0.621134,0,0,0.0,388.0,6,1.0
20377,1,74.0,2,2,2,37.0,65.0,0.878378,0,0,0.0,74.0,2,1.0
20378,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20379,1,47.0,2,1,1,23.5,47.0,1.0,0,1,4.0,47.0,2,1.0
20380,1,105.0,2,1,1,52.5,105.0,1.0,0,0,0.0,105.0,2,1.0
20381,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20382,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20383,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20384,1,62.0,1,1,1,62.0,62.0,1.0,0,0,0.0,62.0,1,1.0
20385,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20386,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20387,1,409.0,5,3,3,81.8,262.0,0.640587,1,1,1.0,409.0,5,1.0
20388,1,194.0,7,6,3,27.714286,145.0,0.747423,1,2,5.0,194.0,7,1.0
20389,1,549.0,9,6,6,61.0,237.0,0.431694,2,3,7.0,549.0,9,1.0
20390,1,8.0,1,1,1,8.0,8.0,1.0,0,0,0.0,8.0,1,1.0
20391,1,20.0,8,7,2,2.5,16.0,0.8,5,7,11.0,20.0,8,1.0
20392,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20393,1,118.0,8,7,2,14.75,91.0,0.771186,4,5,8.0,118.0,8,1.0
20394,1,136.0,1,1,1,136.0,136.0,1.0,0,0,0.0,136.0,1,1.0
20395,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20396,1,44.0,2,2,2,22.0,23.0,0.522727,0,0,0.0,44.0,2,1.0
20397,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20398,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20399,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20400,1,4.0,2,2,2,2.0,3.0,0.75,1,2,4.0,4.0,2,1.0
20401,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20402,1,4.0,3,1,1,1.333333,4.0,1.0,2,3,4.0,4.0,3,1.0
20403,1,529.0,5,4,1,105.8,529.0,1.0,0,0,0.0,529.0,5,1.0
20404,1,28.0,1,1,1,28.0,28.0,1.0,0,0,0.0,28.0,1,1.0
20405,1,83.0,3,2,2,27.666667,82.0,0.987952,2,2,2.0,83.0,3,1.0
20406,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20407,1,102.0,3,1,1,34.0,102.0,1.0,0,1,2.0,102.0,3,1.0
20408,1,410.0,5,4,2,82.0,401.0,0.978049,0,1,3.0,410.0,5,1.0
20409,1,334.0,4,3,3,83.5,155.0,0.464072,0,0,0.0,334.0,4,1.0
20410,1,10.0,2,1,1,5.0,10.0,1.0,0,1,4.0,10.0,2,1.0
20411,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20412,1,309.0,4,4,3,77.25,108.0,0.349515,1,1,1.0,309.0,4,1.0
20413,1,303.0,3,3,3,101.0,197.0,0.650165,0,0,0.0,303.0,3,1.0
20414,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20415,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20416,1,133.0,1,1,1,133.0,133.0,1.0,0,0,0.0,133.0,1,1.0
20417,1,104.0,2,1,1,52.0,104.0,1.0,0,0,0.0,104.0,2,1.0
20418,1,20.0,1,1,1,20.0,20.0,1.0,0,0,0.0,20.0,1,1.0
20419,1,119.0,2,2,2,59.5,118.0,0.991597,1,1,1.0,119.0,2,1.0
20420,1,60.0,1,1,1,60.0,60.0,1.0,0,0,0.0,60.0,1,1.0
20421,1,3.0,1,1,1,3.0,3.0,1.0,0,1,3.0,3.0,1,1.0
20422,1,9.0,1,1,1,9.0,9.0,1.0,0,0,0.0,9.0,1,1.0
20423,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20424,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
20425,1,58.0,2,1,2,29.0,33.0,0.568966,0,0,0.0,58.0,2,1.0
20426,1,55.0,2,1,1,27.5,55.0,1.0,0,0,0.0,55.0,2,1.0
20427,1,8.0,1,1,1,8.0,8.0,1.0,0,0,0.0,8.0,1,1.0
20428,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20429,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20430,1,177.0,6,5,1,29.5,177.0,1.0,3,3,3.0,177.0,6,1.0
20431,1,152.0,1,1,1,152.0,152.0,1.0,0,0,0.0,152.0,1,1.0
20432,1,91.0,2,1,1,45.5,91.0,1.0,1,1,1.0,91.0,2,1.0
20433,1,120.0,3,1,2,40.0,118.0,0.983333,0,2,7.0,120.0,3,1.0
20434,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20435,1,718.0,20,14,4,35.9,367.0,0.511142,7,8,11.0,718.0,20,1.0
20436,1,402.0,4,3,1,100.5,402.0,1.0,0,0,0.0,402.0,4,1.0
20437,1,164.0,5,2,2,32.8,148.0,0.902439,0,1,4.0,164.0,5,1.0
20438,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20439,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20440,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20441,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20442,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20443,1,353.0,3,3,2,117.666667,229.0,0.648725,0,0,0.0,353.0,3,1.0
20444,1,38.0,5,4,3,7.6,16.0,0.421053,1,2,3.0,38.0,5,1.0
20445,1,21.0,9,9,1,2.333333,21.0,1.0,6,8,12.0,21.0,9,1.0
20446,1,462.0,7,6,5,66.0,263.0,0.569264,1,2,3.0,462.0,7,1.0
20447,1,9.0,2,1,1,4.5,9.0,1.0,1,1,1.0,9.0,2,1.0
20448,1,145.0,4,3,2,36.25,135.0,0.931034,1,1,1.0,145.0,4,1.0
20449,1,157.0,7,3,4,22.428571,67.0,0.426752,4,4,4.0,157.0,7,1.0
20450,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
20451,1,114.0,5,4,2,22.8,111.0,0.973684,0,3,10.0,114.0,5,1.0
20452,1,433.0,4,3,2,108.25,345.0,0.796767,0,0,0.0,433.0,4,1.0
20453,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20454,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20455,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,2.0,2,1.0
20456,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20457,1,130.0,4,2,2,32.5,125.0,0.961538,2,3,7.0,130.0,4,1.0
20458,1,1089.0,12,3,6,90.75,652.0,0.598714,0,0,0.0,1089.0,12,1.0
20459,1,263.0,3,3,3,87.666667,135.0,0.513308,0,0,0.0,263.0,3,1.0
20460,1,143.0,2,2,1,71.5,143.0,1.0,0,0,0.0,143.0,2,1.0
20461,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20462,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20463,1,207.0,2,2,1,103.5,207.0,1.0,0,0,0.0,207.0,2,1.0
20464,1,10.0,3,2,2,3.333333,9.0,0.9,1,3,10.0,10.0,3,1.0
20465,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20466,1,107.0,4,4,3,26.75,97.0,0.906542,2,2,2.0,107.0,4,1.0
20467,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20468,1,113.0,1,1,1,113.0,113.0,1.0,0,0,0.0,113.0,1,1.0
20469,1,153.0,3,3,1,51.0,153.0,1.0,1,2,5.0,153.0,3,1.0
20470,1,127.0,3,2,1,42.333333,127.0,1.0,1,1,1.0,127.0,3,1.0
20471,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20472,1,117.0,2,1,1,58.5,117.0,1.0,0,0,0.0,117.0,2,1.0
20474,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20475,1,28.0,1,1,1,28.0,28.0,1.0,0,0,0.0,28.0,1,1.0
20476,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20477,1,104.0,1,1,1,104.0,104.0,1.0,0,0,0.0,104.0,1,1.0
20478,1,98.0,1,1,1,98.0,98.0,1.0,0,0,0.0,98.0,1,1.0
20479,1,223.0,2,1,1,111.5,223.0,1.0,0,0,0.0,223.0,2,1.0
20480,1,129.0,1,1,1,129.0,129.0,1.0,0,0,0.0,129.0,1,1.0
20481,1,293.0,3,2,3,97.666667,119.0,0.406143,0,0,0.0,293.0,3,1.0
20482,1,285.0,6,4,3,47.5,126.0,0.442105,1,1,1.0,285.0,6,1.0
20483,1,26.0,1,1,1,26.0,26.0,1.0,0,0,0.0,26.0,1,1.0
20484,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20485,1,119.0,5,4,2,23.8,118.0,0.991597,3,3,3.0,119.0,5,1.0
20486,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20487,1,209.0,5,5,2,41.8,203.0,0.971292,2,3,7.0,209.0,5,1.0
20488,1,20.0,2,1,1,10.0,20.0,1.0,0,1,3.0,20.0,2,1.0
20489,1,3.0,1,1,1,3.0,3.0,1.0,0,1,3.0,3.0,1,1.0
20490,1,29.0,2,2,1,14.5,29.0,1.0,1,1,1.0,29.0,2,1.0
20491,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20492,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20493,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20494,1,5.0,1,1,1,5.0,5.0,1.0,0,1,5.0,5.0,1,1.0
20495,1,85.0,2,2,1,42.5,85.0,1.0,0,0,0.0,85.0,2,1.0
20496,1,156.0,2,2,2,78.0,111.0,0.711538,0,0,0.0,156.0,2,1.0
20497,1,122.0,4,4,3,30.5,60.0,0.491803,0,1,2.0,122.0,4,1.0
20498,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20499,1,296.0,5,2,3,59.2,103.0,0.347973,1,1,1.0,296.0,5,1.0
20500,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20501,1,171.0,5,1,3,34.2,87.0,0.508772,1,1,1.0,171.0,5,1.0
20502,1,410.0,4,2,2,102.5,259.0,0.631707,0,1,3.0,410.0,4,1.0
20503,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20504,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20505,1,1318.0,14,11,4,94.142857,600.0,0.455235,1,2,3.0,1318.0,14,1.0
20506,1,620.0,9,9,1,68.888889,620.0,1.0,1,2,3.0,620.0,9,1.0
20507,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20508,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20509,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20510,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
20511,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20512,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20513,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20514,1,108.0,2,2,1,54.0,108.0,1.0,0,1,4.0,108.0,2,1.0
20515,1,50.0,1,1,1,50.0,50.0,1.0,0,0,0.0,50.0,1,1.0
20516,1,96.0,3,3,2,32.0,90.0,0.9375,0,0,0.0,96.0,3,1.0
20517,1,36.0,1,1,1,36.0,36.0,1.0,0,0,0.0,36.0,1,1.0
20518,1,437.0,5,4,3,87.4,180.0,0.411899,0,0,0.0,437.0,5,1.0
20519,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20520,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20521,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20522,1,55.0,2,2,2,27.5,48.0,0.872727,0,0,0.0,55.0,2,1.0
20523,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20524,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20525,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20526,1,106.0,3,3,2,35.333333,95.0,0.896226,0,0,0.0,106.0,3,1.0
20527,1,66.0,5,2,2,13.2,40.0,0.606061,0,1,5.0,66.0,5,1.0
20528,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20529,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20530,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20531,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20532,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
20533,1,88.0,1,1,1,88.0,88.0,1.0,0,0,0.0,88.0,1,1.0
