membership_row_id,is_repurchase,target_repurchase,repurchase_score,churn_risk_score,risk_band,hierarchical_segment,hierarchical_rank,seg_top_decile_high_churn_risk,seg_low_or_no_early_engagement,seg_late_heavy_week3_intensive,seg_delayed_start,seg_early_routine_stable,seg_week2_surge_users,seg_genre_affinity_thriller_crime,seg_genre_affinity_animation_family,seg_genre_affinity_drama,seg_genre_affinity_action_adventure,seg_high_price_or_promotion_sensitive
22797,Y,1,0.9783376782522604,0.021662321747739632,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,1,1,1
22798,Y,1,0.6258757430942135,0.37412425690578655,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,0,0,1
22799,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22800,N,0,0.3527334130341809,0.6472665869658192,risk_10_30,genre_affinity_action_adventure,8,0,0,0,0,1,0,0,0,0,1,1
22801,Y,1,0.9211983251455003,0.07880167485449974,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,1,1
22802,Y,1,0.9040227897702378,0.09597721022976224,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
22803,N,0,0.3419499849053152,0.6580500150946849,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
22804,Y,1,0.9580506956012302,0.04194930439876976,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,1,0,0,1,0,1
22805,Y,1,0.8683199259494895,0.13168007405051052,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,1,0,1,0,0,0,0
22806,Y,1,0.8857819153686658,0.1142180846313342,risk_30_60,delayed_start,4,0,0,0,1,0,1,0,1,0,0,1
22807,Y,1,0.895371115368204,0.10462888463179598,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,0,0,1
22808,N,0,0.4837252078333862,0.5162747921666138,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,1,1,0,0,1
22809,Y,1,0.7762103306746335,0.22378966932536648,risk_30_60,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,0,0,1
22810,N,0,0.4803946885412037,0.5196053114587963,risk_10_30,general_other,12,0,0,0,0,0,0,0,0,0,0,0
22811,Y,1,0.9260146978970978,0.07398530210290222,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,1,0,0,1
22812,N,0,0.294784369883895,0.705215630116105,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,0,0
22813,Y,1,0.6121027995126482,0.38789720048735177,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,1,0,0
22814,N,0,0.16236673178595226,0.8376332682140477,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,1,0
22815,N,0,0.3613822872208369,0.6386177127791631,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,1,1
22816,Y,1,0.7628650636018093,0.23713493639819072,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,1,0,0
22817,Y,1,0.8604220716891614,0.1395779283108386,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,1,0,0
22818,Y,1,0.9273224115275632,0.07267758847243677,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,1,0,0,1,0,1
22819,Y,1,0.9667814794000907,0.03321852059990926,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,1,1
22820,Y,1,0.852308186522657,0.14769181347734295,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
22821,Y,1,0.9791962661269092,0.020803733873090757,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,0,1
22822,Y,1,0.9770528829771615,0.02294711702283847,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
22823,Y,1,0.29435918984713233,0.7056408101528677,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,1,1
22824,Y,1,0.9722541412383641,0.027745858761635933,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,1,1,0,0,0,0,0,0,1
22825,Y,1,0.7979461547802236,0.20205384521977643,risk_30_60,late_heavy_week3_intensive,3,0,0,1,1,0,0,1,1,0,0,1
22826,Y,1,0.5478210136552809,0.4521789863447191,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,1,1
22827,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22828,Y,1,0.974479302853772,0.025520697146227955,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,1,1,0
22829,N,0,0.21776939480203364,0.7822306051979664,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,1,0,0,1,0,1,1
22830,Y,1,0.951974328187361,0.04802567181263895,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,0,1,0,1,0,1
22831,Y,1,0.9342955581719097,0.06570444182809032,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,1,1,1
22832,Y,1,0.7997633533376801,0.20023664666231988,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,0,0,1
22833,N,0,0.512229363652846,0.487770636347154,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,1,0,1
22834,Y,1,0.6932923126889411,0.3067076873110589,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,0
22835,Y,1,0.8818327244413422,0.1181672755586578,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,1,1,0,1
22836,N,0,0.24282705072686483,0.7571729492731352,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,1,0,0,1
22837,Y,1,0.9783937380011978,0.021606261998802223,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,0,1
22838,Y,1,0.6665219898618078,0.3334780101381922,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,1,0,1
22839,N,0,0.6661555534864194,0.3338444465135806,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22840,Y,1,0.9220853201917654,0.07791467980823463,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,0,0
22841,N,0,0.2543554915378942,0.7456445084621057,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,1,0,1,0,0,1,1
22842,Y,1,0.7328301189872184,0.2671698810127816,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,0,1
22843,N,0,0.1824848423435688,0.8175151576564312,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,0,0,0,0,0,0,1
22844,N,0,0.20994310922386378,0.7900568907761363,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,1,0,0,0,1
22845,N,0,0.25667525735459984,0.7433247426454002,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,1,0,0,0,1
22846,Y,1,0.5463213592616183,0.4536786407383817,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,0,1
22847,Y,1,0.7809468260428893,0.21905317395711066,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,0,0,1
22848,Y,1,0.8586461664036575,0.14135383359634246,risk_30_60,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
22849,Y,1,0.9712125571123044,0.028787442887695636,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,0,0
22850,Y,1,0.9646340257112365,0.035365974288763535,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,0,1
22851,Y,1,0.9777078519661213,0.02229214803387869,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,0,1,0,1
22852,Y,1,0.9768566515896822,0.023143348410317843,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
22853,Y,1,0.939263000992162,0.06073699900783802,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,1,1
22854,Y,1,0.9613694856490639,0.03863051435093612,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,1,1
22855,Y,1,0.9389834048807033,0.06101659511929669,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,1,0,1
22856,Y,1,0.9270235092476712,0.07297649075232882,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,1,1,1
22857,Y,1,0.9805060763973983,0.019493923602601715,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,1,0,1
22858,Y,1,0.9591078135861208,0.04089218641387915,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,1
22859,Y,1,0.9545765194640248,0.045423480535975225,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,1,0,1
22860,N,0,0.7722837445765436,0.22771625542345642,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,1,1,1
22861,N,0,0.2997909365088225,0.7002090634911775,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,0,1
22862,N,0,0.5127498581811767,0.4872501418188233,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,0,0,1
22863,Y,1,0.9684159832499105,0.03158401675008948,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,0,0,0
22864,N,0,0.44503551191335355,0.5549644880866464,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,1,1,0,0,0
22865,N,0,0.4563796335355444,0.5436203664644557,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,1
22866,N,0,0.4981049397159573,0.5018950602840426,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,1,0,1
22867,Y,1,0.9721871021835363,0.027812897816463678,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,1,1,1
22868,Y,1,0.967140584332083,0.03285941566791695,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,0,0,1
22869,N,0,0.2035976008125474,0.7964023991874526,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,1,1
22870,Y,1,0.9717149252104167,0.02828507478958331,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,1,1,1
22871,Y,1,0.9354918012455722,0.06450819875442781,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,1,0,1
22872,N,0,0.495751530617965,0.504248469382035,risk_10_30,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
22873,Y,1,0.9303203436040839,0.06967965639591611,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
22874,Y,1,0.7365746948607298,0.2634253051392702,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,1,0,0,0,0,1,1
22875,Y,1,0.8736444270657923,0.12635557293420774,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,1,0,0,0,0,1,1
22876,Y,1,0.9023984881257521,0.09760151187424793,bottom_40_lowest_risk,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,1
22877,Y,1,0.684273533024496,0.315726466975504,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,1,0
22878,Y,1,0.7666311735691502,0.23336882643084977,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,0,1,0,0,0,1,1
22879,Y,1,0.6450297075567747,0.3549702924432253,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22880,N,0,0.4664641986865321,0.5335358013134679,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,1,0,1,0,1
22881,Y,1,0.963659473128001,0.03634052687199896,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,1,1
22882,N,0,0.1965208360490674,0.8034791639509327,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,1,1
22883,Y,1,0.8730067705519743,0.1269932294480257,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,0,1,0,0,0,1,0
22884,Y,1,0.9292790688478617,0.07072093115213829,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,1,0,0
22885,N,0,0.32642143389555445,0.6735785661044456,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,0,0,1
22886,N,0,0.3369930753648009,0.6630069246351991,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,1,0,0,0
22887,N,0,0.4259352258268937,0.5740647741731063,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
22888,Y,1,0.9732784297833589,0.026721570216641122,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,0,1
22889,Y,1,0.8448462875719912,0.1551537124280088,risk_30_60,delayed_start,4,0,0,0,1,0,0,0,0,0,0,1
22890,Y,1,0.752128646141043,0.24787135385895698,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
22891,Y,1,0.77523600623769,0.22476399376231004,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,0,1
22892,Y,1,0.6772552778139199,0.3227447221860801,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,1,0,1
22893,Y,1,0.6661555534864194,0.3338444465135806,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22894,Y,1,0.7603319203539426,0.2396680796460574,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22895,Y,1,0.8580783246555628,0.14192167534443723,risk_30_60,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,1
22896,Y,1,0.6809314269053249,0.31906857309467507,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,1
22897,Y,1,0.9175649663008172,0.08243503369918281,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,0,1
22898,Y,1,0.838559453655385,0.16144054634461502,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,1,1
22899,Y,1,0.9690234377318957,0.030976562268104302,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,1,0,1,0,1
22900,Y,1,0.9158999360681463,0.08410006393185365,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,1
22901,N,0,0.36969092446092494,0.630309075539075,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,1,1
22902,Y,1,0.8210802617911169,0.17891973820888307,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,1,1
22903,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22904,Y,1,0.7508700448362585,0.24912995516374148,risk_30_60,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
22905,Y,1,0.9373501225224748,0.06264987747752515,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,0,0,0,0,0,1
22906,Y,1,0.8119339075889563,0.18806609241104366,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,1,0,1
22907,N,0,0.30610646180632667,0.6938935381936733,risk_10_30,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,1
22908,Y,1,0.9758208860595206,0.024179113940479446,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,1,1
22909,Y,1,0.9774457468945135,0.022554253105486533,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,1,0,1
22910,Y,1,0.4825608915630853,0.5174391084369148,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,0,1,1
22911,Y,1,0.6535439317240522,0.34645606827594777,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
22912,Y,1,0.9593418408431117,0.04065815915688831,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,0,0,1
22913,N,0,0.2927901405407363,0.7072098594592637,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,0,1
22914,Y,1,0.8875365397897236,0.11246346021027642,risk_30_60,high_price_or_promotion_sensitive,10,0,0,0,0,0,1,0,0,0,0,1
22915,N,0,0.5656093072521422,0.4343906927478578,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,1
22916,Y,1,0.9843438085908803,0.01565619140911967,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,1,0,0
22917,Y,1,0.915733887178157,0.08426611282184304,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,1,0,1
22918,N,0,0.48755555214079715,0.5124444478592028,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,1,0,0,0,1
22919,N,0,0.3752468588043791,0.6247531411956209,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
22920,N,0,0.15878788255434612,0.8412121174456539,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
22921,Y,1,0.9636473934973245,0.036352606502675466,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,1,0,1
22922,N,0,0.25087555157974295,0.749124448420257,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
22923,N,0,0.23635502395651847,0.7636449760434816,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,1,0,0
22924,N,0,0.46743021112080047,0.5325697888791996,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
22925,Y,1,0.799514664403595,0.20048533559640502,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,1,0,1
22926,Y,1,0.9239902242216121,0.07600977577838786,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,0,0,1
22927,Y,1,0.9289104130667979,0.07108958693320211,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,0,0,1,0,0,1
22928,Y,1,0.5702518234581043,0.4297481765418957,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,1,0,1
22929,Y,1,0.8655185891176652,0.13448141088233478,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,1,0,0,1,0,0
22930,N,0,0.2767055773954758,0.7232944226045241,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,1,0,0,0,0,1,0
22931,Y,1,0.9571620710297098,0.04283792897029015,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,1,0,0,1
22932,N,0,0.24893399109346367,0.7510660089065363,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,0,1
22933,Y,1,0.9589381856394515,0.041061814360548454,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,0,0
22934,Y,1,0.8929761311242864,0.10702386887571358,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,1,1,1,1
22935,Y,1,0.9161646047090917,0.08383539529090833,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
22936,Y,1,0.6661555534864194,0.3338444465135806,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22937,N,0,0.7428685669190362,0.25713143308096376,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,1
22938,N,0,0.3290330564851123,0.6709669435148877,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,0,0,1
22939,Y,1,0.9836916745872165,0.016308325412783486,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,0,0
22940,Y,1,0.9158002983054693,0.08419970169453073,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,0,1,1
22941,Y,1,0.5559516302320141,0.4440483697679859,risk_10_30,delayed_start,4,0,0,0,1,0,1,0,0,0,1,1
22942,Y,1,0.6598569991880258,0.34014300081197424,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,0
22943,Y,1,0.9752354886191916,0.024764511380808374,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
22944,Y,1,0.9422841427721235,0.05771585722787653,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,0,1,0
22945,Y,1,0.9527166394663981,0.04728336053360194,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,1,0,0,0,0,1
22946,Y,1,0.8985923836946422,0.10140761630535777,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,1
22947,Y,1,0.5361641750316669,0.4638358249683331,risk_10_30,genre_affinity_action_adventure,8,0,0,0,0,0,1,0,0,0,1,1
22948,N,0,0.535634850645077,0.464365149354923,risk_10_30,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
22949,N,0,0.24727680831057886,0.7527231916894211,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,1,0,0,0,1
22950,Y,1,0.8149848215371462,0.18501517846285376,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
22951,N,0,0.4665441263493118,0.5334558736506883,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,1
22952,Y,1,0.8893958412603822,0.11060415873961782,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,0
22953,N,0,0.2730031145385184,0.7269968854614817,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,0,1
22954,Y,1,0.9181996229481995,0.08180037705180054,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,0,0,1
22955,Y,1,0.8910292832925154,0.1089707167074846,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,0
22956,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22957,N,0,0.5651322027419271,0.4348677972580729,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22958,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22959,Y,1,0.8333380907094758,0.16666190929052416,risk_30_60,high_price_or_promotion_sensitive,10,0,0,0,0,0,1,0,0,0,0,1
22960,N,0,0.5885724262177932,0.41142757378220685,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,1
22961,Y,1,0.9647388483294868,0.03526115167051325,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,0,1
22962,Y,1,0.4064094458699776,0.5935905541300224,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,0,1
22963,Y,1,0.9396778463075677,0.06032215369243232,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,0
22964,Y,1,0.9545018612135784,0.045498138786421616,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,0,1
22965,Y,1,0.9723524453440051,0.027647554655994888,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,1,1
22966,N,0,0.35116252632442485,0.6488374736755751,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
22967,Y,1,0.9808454352417463,0.019154564758253723,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
22968,Y,1,0.8784412211839999,0.12155877881600008,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,1,0,1
22969,Y,1,0.9703490514956434,0.029650948504356567,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,1,1,1,1
22970,Y,1,0.9547277713259159,0.04527222867408409,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,1,0,0,0,0,1
22971,Y,1,0.9399366026618072,0.06006339733819277,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22972,Y,1,0.8216432354331833,0.1783567645668167,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,1,0,1,1
22973,N,0,0.14331972461029474,0.8566802753897053,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,0,0,0,0,0,1,1
22974,Y,1,0.7453542818829568,0.2546457181170432,risk_30_60,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,0,0,1
22975,Y,1,0.748825173806119,0.251174826193881,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,1,1
22976,Y,1,0.9821980547868131,0.017801945213186898,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
22977,N,0,0.19296775531996258,0.8070322446800374,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,0,1
22978,Y,1,0.9489511165034489,0.05104888349655112,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,1,0,1,0,0,1
22979,Y,1,0.7326981034832822,0.26730189651671776,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22980,N,0,0.6734528450542976,0.3265471549457024,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,1,1
22981,Y,1,0.9737755465119088,0.026224453488091215,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,0,0
22982,Y,1,0.9619715145461909,0.0380284854538091,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,1,0,1,0,1,1,1
22983,Y,1,0.9322707805129119,0.0677292194870881,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,0,1,0,1,0,1
22984,Y,1,0.9745166885233673,0.025483311476632742,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,1,0,1
22985,Y,1,0.8827820861470254,0.11721791385297464,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,1,0,0,0,0,1,1
22986,Y,1,0.7501542787292426,0.24984572127075744,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
22987,Y,1,0.9835426432082159,0.01645735679178406,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,0,0
22988,Y,1,0.9795406930642687,0.02045930693573128,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,1,1
