source_row_number,USER_KEY,is_promotion,is_repurchase,reg_date,end_date,duration_days,flag_duration_lt_21,flag_duration_eq_0,flag_duration_21_30,flag_duration_ge_21,flag_invalid_reg_date,flag_invalid_end_date,flag_full_duplicate_all_columns,flag_full_duplicate_keep_first,flag_full_duplicate_to_exclude_from_main,flag_duplicated_USER_KEY,flag_cross_promotion_USER_KEY_overlap,primary_main_cohort_candidate_before_duplicate_policy,primary_main_cohort_final,exclusion_reason_for_primary_main_cohort,sensitivity_all_duration_candidate,anomaly_duration_lt21_reference
18508,82c644af518ff5dfcea575d579f918a4c561ce649376307022729722ae5c20d1687a68653a85c741dae2317c1e1114b7a4d25022aacb6bbd5d0e927e1a303a51,1,0,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18509,64370bc28c6c343a324a8d6fc800d4ff1bdb12702fcc485f535fba63444427a6606acc373b8f6280691c32693fa2f434c06436681f5ea443e09903a0f9c7d3e4,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18510,3f1018de7919f7a5ee17543edcf155a070f6ad684497fcff1f78e5f0a0e7a3c0c3c4d8bbb731129fc59b5bcc86827cbd7881dee26cfdbcb2fbc0583215c6ea65,0,1,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18511,e4aae42265f5b521a6668db6184e1e15be4f796a4070f8de10c36b96b7c8173b219fdbb78f7c4bf382714bc313c6509da5e0fed6374c3e7e5be75dd62ef73978,1,1,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18512,8a236846eff3d7dedbeeebc9000e07f9c12f2a6ce37185c174ba874e8294e968044546751a028cb655ff2402e22c30be6bf03cb6a4898a002aa8eb41d5686b13,1,0,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18513,124b0ef74cc82da1c37d4baa29da89e5ce57b9e38e3f466270c910a9dc7b6f03c777d16dc445f30aae515f24cebd2be1897df708c531b822071b75e900f223e1,0,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18514,4682ebe035b2d8dbcf31287819e4b6937cd27a692d82c0f6238a55a4437e1ffec21bf2089021d2376f7b53f445e609a3c7e09751071b9b487154b2a97c56eb9d,0,1,2021-03-05,2021-04-05,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18515,23b9cc3ec52c1924f3cef9abc66284f55c882be4e278dbba7c2bc2a7e241d0faa0b6226f6b3ef6cb505715a9d3be42bd80910d810c15badb17e4ea1ae9d7a738,0,0,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18516,eb68e7e8e227d0835fbd4f18cc900938ebde97380249708d141597f7060b96d604a97a547937ef4650ab5340e1bf380b92605b0a74ade3e5be1e1451e8f28352,0,1,2021-03-01,2021-04-02,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18517,23ad065af297bee56924bca9fc3788639fe3622a50f46f2ece565651f956873bcffabf50aaff6013b7e8d714dbb55219c59595eda479f47c23509a4c94383982,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18518,5d6a72fe947c45e0076a142078c60696022abeb9ad9c38247f09ef80cdeacb033dcd001e019bc14d3a8bf7d4663ed5cb5cbd667fc2bee8765f8de73ecf43a892,1,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18519,897277bd7822c5ec07c0521ec2b00e4fba801b3976f260779b2e466b3b3b3c9e468f12075378faa9fcafc343b83f7d366327e207c90b42d94deba27538cd90c8,1,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18520,9a143b6a832eb4cd1d2844841faae4d5aeef9e48da109ffd0a84289a336ea2288e58019c142fa7542b6f120490120ffad411646ecfabec0b3bd5020b848bd544,1,0,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18521,1c85f763e1e16132bfc38396b5a9aa3756e4fb21791fabac6cd03094e9179dec683b33a8da77bfa5e5737b45335c92ee3a7f5951165d1c4794b4d57b437cb3fa,1,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18522,dc6293fb7e1a943e2adca54ae0062f4386d754fa4381cd5baa85957b085d4727831b931fcd9777576d0384a5ec2e3d09f400ed6341e25a9367e4a2066e1fa64f,1,1,2021-03-05,2021-04-05,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18523,0882273b1a35d8daaf8f083bd3945ce28bef90485d1d036fe6f6e1d7b382483e884eaf9993294d3b2aa0e5eee9ef90563fdde01009194d2b3b5cc3a632a51e84,0,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18524,508de3160b035c46d6dabb2725ce8bd848c6e01855264be1c01c98151d386fc0fe6316b05238528c6bcd6a5601b9ac470200bc5a5d5a46f5bfdcdafa33b1c358,1,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18525,de429ab0ab80b326547faafa40d0e6a54881473ea7dc3a1e5eb855fe244d0e6b8122b7579e00dcc6f4a6ad4860590369a450c213e869d07d320e1ecf0da807e2,0,1,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18526,9bed8bdcc0757f9e36d5d6c7f64a5276209cdec14b515f391130290754d15689f513d9c874f30f30feb0edf93f90bac11fa81d08a40bc993486de5a57707406c,1,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18527,644a55303012dff41e74d7303f7c9d33d7c3c1d703094c0486cac4775120eb58379a623ba88385a7548f00d2a5a3c1e83ed183b96f74d87e4e0fb1dc65c65080,0,1,2021-03-01,2021-03-10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21,1,1
18528,7a523a858c803775abb2fe1034f1bf3938e9fb6fefd59ce40cd0c54d66b507559f5911c60aa3f1f3d5f9233bc777eb2f11a48d581abddee6af22748c9e5c2339,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18529,4f3df2a610fb90dca1443bcc9b36472bff9533304bd7a8d1ccf8eb8a95713b1e32ac1d3f35512da58bfbd37c3019d1cf26a0e68cbebb3e7d03c2795a33b50ade,0,1,2021-03-13,2021-04-14,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18530,f3a68f401aa1b97181a3c0f1cdfb0111265e8d44d72d5c29579ede3a4f2c1ac16e0cf4a5d70b5294ac6c0f3ebb66c62d53c4f22897b544484dac9d0e9d7044c6,1,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18531,b5dcf354927fb2a76644df933fea7c52db23377523f9e1a6dafd7fde727f5b44c16b138c8412290f7cf6dacb61b925b02341cfb6712f5eccf60c70109bd61c98,1,0,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18532,3e005cc510bbc5e0c01be6ce34cdb4f61f769f6973227f709d3429077a8ec41aabd1bf3112bf4634b52bd0b2d903f378140b386a64dd1eafd000fe3b74050d46,0,1,2021-03-13,2021-04-14,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18533,d9e2f8a9f149edf84bbcc674de796dd7e1e988fce4b4b179e1bad76f25ef4597db8a04a191e07e8b4d8282449e09e7bab22d04f685059350fc2907cc3ead4ded,1,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18534,5e80b070848f3d62908897459688ef9649a6bed53581435d618bf04fb3d39f3ff5eb176f2883dd7f73cdf8fcae7e7e8417793e530c576b1977208a958de6ed2d,0,0,2021-03-13,2021-04-14,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18535,c2316e600dd8c70a96912950f071a90be0392c517fde5f66deb433d46514bfbfdcf90ca62eb78d5e6850cdaee75923e521c57457b286f25f20d4c4d30eed58d6,0,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18536,8ec10dc8faa167c40e0ef62334ef6c0124cff0d138630cca66c80661a9314566c85c0f6afef3abb0e4d58a58059776e793d0b33651fbfd6d22aedcbf079de823,1,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18537,1a6595a3817f2dc75b1f0b535cd3be91aeb39e1a602ade88944d9f773e757ddfd1ecf671f2634555f1c67c6f7ba2c947054d1c4133e3b6b0552952533408358c,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18538,96997d9011cb675451be95075d87345a5ee7bfe0b75694ad6f8515ca56019685314fef7bf8accbb21494d4964171e856dc2d5900efbc7ba6798d76f011e8243b,1,1,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18539,8a05e9c17aa5134d0d894cc4acd79f01aee95617d6d5ef215c0e683fc2252109844058f975c9dc1016148a6ca3751dc558f36ff6098f9e169c59ec62f6fe1979,0,1,2021-03-08,2021-04-09,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18540,9560bb2d2b911b078f4296238ca9cc93e01a97d1502857eb412ce332b2a102ed25d50ab53838c115d51eeedb52429a2658c9b26e11f8c3991e002e1ad3cd66b9,0,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18541,44fd3dd9a3d38d2c97a605e26b8a7b38a3aad18796ef7cee4b38192d06ac4821db137e4da1a7d7da6f4171a872a9b7a729bcd3e2e56b8adcaeb2adc59d59f3ca,1,0,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18542,ebff15614b0bc94a743b6c6b91bfad32c2298f7867a0f2fc23105003f0719c1c4966b165d6fc2832f7c77833d6fd53460563298953d2948764fdf4036971ee3d,1,0,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18543,9cc76375f48c6eaf73299d5e899e98ac8b3e6f955e26bd77d7ca6830368c745757faa39e0287fbd487399297c4be4e56fe47880eadb43888aae47feed0d0a9b3,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18544,c1f1bae90164c820ac676483cf51fd0050c17399ee70a66f96e6a3d4f7ae1366812838c00c2e5668da33684496f28ba2d4b3e41af707065d0c37f43b98b114dc,0,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18545,2fe60da12f44507ea0524a44f35bfd13129b34509a06e26c0366390c4418356a752391c10ffeb645b155159fed7893950084caba7f953f220a3a9c591cea182c,0,1,2021-03-02,2021-04-03,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18546,7ee33ac732396bad9d6c00e022ae4fd074737907a03d71462063e1f6754107d8c1dae582af2c7bdad823a94876ff83d00b258d01c577840543b09b60b2073d3a,0,0,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18547,c20ccfa005c585def3ab5f78f11d94e1df72dfd3002d01e350a421ac7edcf4c9530fd398aec399fd5f8a9a4ab883dbb00320c425f49ddbac16c10f0b51b2a265,0,1,2021-03-10,2021-04-10,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18548,bb470e3f5e1192c410ee341c4dc850c0bf7bde17460d8ded17ba3133e5b84b632490efab8441a7bcbc4ce1163a97385f094d0fa85b70943d99d449e1accb13b2,0,1,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18549,0928a734c8120ec2f0365c44fe950b89d07e27c39f5eb843e95c76ba8fc85966ebbfb19c4a96dd09608d335366472c4ee894aeba63275838442e53b4e11493f6,0,1,2021-03-12,2021-04-13,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18550,e22167c53888b187e35b78da44817fe9b11d82b6b9a1c58b3ed5a58d6d75c4d23da8e332beaf786eb1d547f072135c411f4e6950efce73a2699bb69ddb34eecc,1,1,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18551,4cffd68ff554a283036f240cb0e52c34db6a5225b0005baff391f732fafe8d0ffaf0527e2561c669fd174aba391ae4398902273d4fea5785b3f001bb683e4cde,0,1,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18552,6f2c38164a9dd0c6c208304cc2290c9a27112802758e03937f9b483afe90ab25a7a709d295231b1a3bc8f450dc292762137a4d530c8d95fd4a1800779d6e3fe2,1,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18553,9da9fe843540e2ec9590d0e49ebed8914d151256ae45ecb6d663d2f526b651de55821cb218b52e22615a6dad853278247a9458771d24fc2f19b6b47e32702f35,0,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18554,d7ef748ee79e484ba219ec2fbab8f782b2690d130d664480bb024c6bdd4042715b0ef128f3ac88cda4f28a06b949acce5acd734c501d8747628cb5c8c6a2bc5b,0,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18555,24aed4bd7e4abeaaf855d5ec39d946ffffda7896aa87303d5660587d62972fa5e00ccd8cd5767bdad9959d48044a681ff71102b99a7a162f8690211067ae0292,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18556,4e3b9cd879ff2994dfac16dcd10e42801501bcedb01c8b6fa1dcff80ac350d01602563155347bf342469147fa0657ae9b11deaaa685ce2db097228558f208aba,1,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18557,bf668f2bdf479f4ec85a8af6670f8ae8e1d5038fe6e19309815bc951ab18958ba7ea47523366cfb2e573540c685502296761a16228ccaa96d07e391c6439acc7,1,0,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18558,52b112c0b6207277515a9606fcd3dd958effbaf28c542cf9be1a79f6f92a1124d9b475b136b5215afc28ab8083d60a59f9032f47c546435d324b02909bbe38b0,1,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18559,ab50b05e6f25767ec3e5d43add4f3891d72a05b14ee6754eaf4a78938723eb27444cfe4a0339152b0064c14b6b3ed6804ef7cffbcd131cb18d3327ffa7967023,1,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18560,9c0ca1f7ef5647ee6ad442c5471f3258e03bdf485b44847fa3020eab8b32261ff5475cce5ba83aef44252feb4b1e893353ffbcf6980f189c5db7ad8dfbd3cb5a,0,0,2021-03-02,2021-04-03,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18561,3877b72e16733359a361b472d8724bc6c055da86b396ebe1fa1fcc4a82cd83304935c31f6fa9a834a74fc29b941ba75173a0568496a4466f16bdaf84d61a7eb0,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18562,b40f017a5a18a6220d66cd0d097d808990257d0aa31adbc0935b652da601d3bb69c588a442c3a13f8a8d385d4121e59dfb09831433f9ddb84f0b4b723d91730b,0,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18563,0b965b1236e1702dcaf12f665c4ff800d405f26fffb67e22a008a9c2e5b6fbaea50a73d2cd5b420504ec7fac6298f4c56b6a7e7280bb2b8b8098156b03a1dc68,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18564,96cd628f50531e0c3daa91995e0adf726e2097547cdd8a265a2e6ddd0fb5e2437621460bfc273ec21c97bc55d7061ac42493bd9fca400e421cc83b74af920ab9,1,0,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18565,4ec2f32ff11ea5c07011719959504852820208203ff269c3a72d9c8496a590f665393041301611a9440e2332ce8db5bcfcfea7ca41ee7d0fe49608eb386bb7db,1,1,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18566,dbebc337ab2782f2db625b1f7e2f15b734a77ff5ab342fa6fe350401b80b6d6b547b76c6653c3344006047515d654f72cb2eb93d6c1e400cecd218edaf7a8cac,0,1,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18567,d44a7e4e012694bf06c9db4702dcdaafec4138b6037b3da7e4ed79ded270cc2b3857d55224180f22653a15ebf7f4ad7da5b6173a650d4faccf5161e098974b7e,1,1,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18568,bec92d1e2c14e59555c0f2c8561853b8160f7883557ae2b2e9ba9eb01d49135670cbb0c9f6d7e416cd498afe133b9ae4d0b8698797692cc8f82d013e6e91d226,1,1,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18569,507903689bcc92f0c59d67cdb6352009238ff579c706d8156aa0451c16f93130a1f0e72166a773c7236fa732ba0349216f24aa9b602b3100a8914f07c461e3e1,0,0,2021-03-07,2021-04-08,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18570,b43cfc4276b3ff78b91919709dafb472f45cf46d4a5a825ae4aaaf26b2cf15f469987b3820568cb561c2fe439f9aab9663c9a975390ab951c2fdadb41f5c859a,1,1,2021-03-15,2021-04-15,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18571,b0f5da7f009e9597372587c51c71a3cc01eb9741c45993b8d31eaf756c736ea2e66c65cf9889f4f256cc0fc85b41d3db2e3ae5b3022dc61dadb68c29d656ae4c,0,1,2021-03-03,2021-04-04,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18572,fead25185544033852d34ca24aee7f186247189052cb4c1bc44f44b65e642fe0062c2322f8b7a60bc5da87ba728ed6b2af73e37bc2b659949a74c9182c4b59f7,1,1,2021-03-15,2021-04-15,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18573,de6885fbf66cdafa46d7b59c0979057daad5c9d8d6cefdd2aeb45977332cd855c26fb0531822aa3a80f8022c5914ed1035ebc658fc3f8759dd390dd17ba73c95,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18574,046cdbc812f084318c1b83702ced8e26bb6e582d0186ccfd065e3890023b9bc55203ce2b355e954bbc393511d8173b6b108d4ebd125ccab957e2d9b4ebfd5ee3,1,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18575,313914e9d556cb84f2add349c9291f4751db2d920f4a58eb0c520c81b48d15458f1dab96f8a54af98d643fe772452638889047df0062f5d3e8e98b7f415eba93,0,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18576,c79226d5e892969ea5f2441116c1c9f96b6f379dce6908ae4cbe116ac64b493fbc5415fb8f22d70d9c55a59e071f4c24af228b4d71f0f4975b28f03bd31cf1f1,1,1,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18577,d6ea21d2072c84dd45a30216edbf72d4b2ba4806afa7913c3e4d0a2a1192dbf572f6b28ed2026f64e36fda877be73a578a605082f2946909847257508572b3c0,0,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18578,39e31e32771cf38e21b1b9afa6a2175ffb38e2e98f43a9de415b7cd55a8bd4ecd6fb04c5ca615ab32b5da392894fee95f60603fda6f1028081177840c6544aa4,0,1,2021-03-07,2021-04-08,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18579,a69abe23c460cf1dcb7ca02416290f6d9482fe958a13d18fc66242010afef057d3c7372449ec5cb2794374e7de1be86945b7755a8d4fa27a62912fc32c08c1a2,0,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18580,3fdcf7d182b9c47d625e743ee64d3bf6b850b5e6404760c1c47c3bdff438cb5e5a4c8f8aefc63f98b1b94b387f65a877498fdbeb24ad6e02205c6f696f572cfd,1,1,2021-03-05,2021-04-05,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18581,10d71208bd2233c7779d7894c7f1beebcea524125fd747deca5e0ab524a8f63ddbbce06d36ebf0cfb429c1837cd1b14cf2edc55090db6d443fd088ca84911883,0,0,2021-03-06,2021-04-07,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18582,191fe0f3692a87f1cf39a4cf7911293770de9394145fe115fb9db56a9ede3bf50de32e1e46bf08bf3700e390f67b9e142a03be7ff05df143c948ccd4d183083f,0,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18583,c15bf68e0d8dff2495f19bd92747f31e9d929626380c07fce166ce8bf73151446bb4fcbc9640115b514d21b6ccbe56166ee2c9d2117495586dd558f3aac4d09b,1,0,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18584,09066e14e588fd26dc6fbf167073cea0bd36bf5baf5883ec769122fac13a2b4e840b0a72b770b2a94e43bf879c1797059de93f657bc39f9f18602c8fe38571e7,1,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18585,c8f233edf5ff0cc2a82d9738c7bb01c52b82524349e1235dc98cfc8faf741956322b8d471c6cbf589518fa0f10cd3f91d18e4aea12ec0c68572efa14c318c411,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18586,691960dde82832204c405de710ed07027418f11a4640383fc8ef740f0b2a53f6bdf32cc25be009193c6f65973e91e81d883acdff813f3d0d1a847a098d77bc41,1,0,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18587,129f5bc97f595483269d7addad7134746d04fe7b457ed827566a83a28f99b4a1abac5fe19c050beb5092b204af4bca86d43d0f9fb8754685bf6a98dbf0f4309b,1,1,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18588,e5df15a19244dca7f754d49491c064f42012ee9643ffbfb70155cc89f243dd800a4f9193c5187cc2933deaf92d3731d5aa9f75b443ce5c5122e5042a963202c1,1,1,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18589,5de4c5ebd07dfc18e3d3fd0e08cda4d99a73f30f4f09860f8ff84187a9620492787a837a82d8fbe792edbd597e222a4dd359012a6e00dfa387bae7fd8702368b,1,1,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18590,5cfef6d5ca1ab8b00a395d8b3b7f1338fa2ce0c74123ea0570194dbc3ab19435e4f9e31f831fdca2b0e9b1f38afc7c93cd6016b2eee84ba32b39372363f038cb,1,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18591,cdf37f8d90dbb4d8c8b1badb6104158a06853e2207b4335131da8d3423d4e14ba25848fce984ea18aa0e0125701d8bf39356941615727dffaa0a7d6b7748f6cf,0,0,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18592,bc3443a30d0bb987736aad5e9d1f03db5e1bf674d3c17ad6d660ac4240fdd0b88878f15c17b0e75f4b76da8a5001827ea25c617106562099fc6e0e2c97e65dbc,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18593,1cf5c387c0a91307e1a704b86b7c205f0acd5f145d88deef7aaf616061617705740fc5196521d3b8010756ea3020fad477edc0a23dab167426541de6db72b7ca,0,1,2021-03-08,2021-04-09,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18594,8a5ad66f3f55ed5665db2755e172e760c56c20d1147e8ea4d3b6b8fec3b615adb6a90237ddd1fdc2e94000d2f3deeec128cbe403da438095ecd0201cc6f1516c,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18595,07ab13a09d77eb450cf796e4b00837a07aac6a3a6f61915673874b5ca7c38e54b450ae354d9aee05d86b82dc62dbbffef37b42e69fc7442bd9216bc6e2a8e83c,1,0,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18596,3bfa923ea515ce530e2aa8524508dad846f46c1d2a1869b176996489428a0fdbfabb1ec47fb35aea2351871e6962d073df6faabf34e9d903e0106a3e93addcd9,1,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18597,33e6a150b5bade6d627072a2d78b56162dd74324fce215793e33a2f0407edb0eaf3f7e00a697c630d68e0e96f45fd036ed1507d32f7891b5946cedc14195da9f,1,1,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18598,0c5a8d5870d42331135d84434bf7e079f3eb29fca027331f14f80842c1700af40de5068832bed9320f0cfdc061a44c7a6585304bcf21db3c2fbc28f59ef2f0d9,0,1,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18599,b03be4798dd1993675a0dfdb833b72c08569f6aba2766671c7219ca29f2a67dcb9a7a4f62747e33f1b04bc4523416927f348d893b745ac29a2d2021a0530c60f,0,0,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18600,d01d74633689bb6f57a94eaaed44d9829706039fcef4010375b16019059d2c7a1f4297cc201725747376f7fd0266b3bdb010601e2318beb75fc8eb302483c099,1,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18601,c109f1b5b18f12168140073ad33c884364de3aac977605a4cad46fc274346d12f6891fa4d4ccb16ce604b04553d5c6eeaa8a04c5657057208ec04977a1a1abd6,1,1,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18602,7225ed79696ffedc715b38e7185a49cc29e6e3999956f529912fb2e8b4e6933a8feb05ce68900725bb4e3f15484025acab4a4a7b9a338ceb809eb4cd0ddc9113,0,0,2021-03-11,2021-04-12,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18603,4d1771e843f579ce94ac41a80db86bb55d73af3078836e71b9716253f49b77dcd3e412c7080ddc1a62cec82ba292e84458b33e21e79436cd849508154e729e55,0,1,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18604,4186e2d9d550c8fe0abda63ec98b374a47d847ee50acea9a9748f02a8e6de9f23c7399b041c6cb852f468566f39d4c039a8f709b847a41ef836e30386c7a1270,0,1,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
18605,5fe4a7de12b1c83ba98495b4c8723b1d6256dbe456b9ee7efe868212b404c2ecdfab0207d9e48d4e3c70e17edf502f3090f248c906947dcbae03a3fed4c7f489,0,1,2021-03-09,2021-04-10,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
