membership_row_id,w1_3_has_watch_obs,w1_3_no_watch_obs_flag,w1_3_total_watch_time,w1_3_total_sessions,w1_3_unique_contents,w1_3_unique_watch_days,w1_3_avg_watch_time_per_session,w1_3_sessions_per_active_day,w1_3_active_span_days,w1_3_first_watch_rel_day,w1_3_last_watch_rel_day,w1_3_week1_watch_time,w1_3_week2_watch_time,w1_3_week3_watch_time,w1_3_week1_sessions,w1_3_week2_sessions,w1_3_week3_sessions,w1_3_week1_ratio,w1_3_week2_ratio,w1_3_week3_ratio,w1_3_w2_minus_w1_watch_time,w1_3_w3_minus_w1_watch_time,w1_3_max_daily_watch_time,w1_3_max_day_share,w1_3_one_minute_watch_count,w1_3_short_watch_count_le5,w1_3_short_watch_time_le5
21455,1,0,600.0,11,5,8,54.545455,1.375,17,4,20,26.0,388.0,186.0,1,6,4,0.043333,0.646667,0.31,362.0,160.0,171.0,0.285,1,1,1.0
21456,1,0,1.0,1,1,1,1.0,1.0,1,16,16,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0
21457,1,0,294.0,9,9,3,32.666667,3.0,16,4,19,130.0,0.0,164.0,3,0,6,0.442177,0.0,0.557823,-130.0,34.0,135.0,0.459184,4,4,4.0
21458,1,0,15.0,4,1,1,3.75,4.0,1,10,10,0.0,15.0,0.0,0,4,0,0.0,1.0,0.0,15.0,0.0,15.0,1.0,0,3,6.0
21459,1,0,66.0,2,1,1,33.0,2.0,1,18,18,0.0,0.0,66.0,0,0,2,0.0,0.0,1.0,0.0,66.0,66.0,1.0,0,0,0.0
21460,1,0,550.0,12,10,3,45.833333,4.0,17,3,19,515.0,0.0,35.0,10,0,2,0.936364,0.0,0.063636,-515.0,-480.0,285.0,0.518182,0,0,0.0
21461,1,0,115.0,7,5,4,16.428571,1.75,11,10,20,0.0,113.0,2.0,0,5,2,0.0,0.982609,0.017391,113.0,2.0,94.0,0.817391,4,5,8.0
21462,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
21463,1,0,57.0,6,6,3,9.5,2.0,16,5,20,49.0,7.0,1.0,4,1,1,0.859649,0.122807,0.017544,-42.0,-48.0,49.0,0.859649,1,2,3.0
21464,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
21465,1,0,281.0,7,6,3,40.142857,2.333333,6,5,10,267.0,14.0,0.0,6,1,0,0.950178,0.049822,0.0,-253.0,-267.0,216.0,0.768683,1,1,1.0
21466,1,0,187.0,7,5,2,26.714286,3.5,4,17,20,0.0,0.0,187.0,0,0,7,0.0,0.0,1.0,0.0,187.0,186.0,0.994652,1,1,1.0
21467,1,0,301.0,5,4,4,60.2,1.25,15,6,20,118.0,6.0,177.0,1,2,2,0.392027,0.019934,0.58804,-112.0,59.0,119.0,0.395349,1,2,6.0
21468,1,0,587.0,18,16,6,32.611111,3.0,17,0,16,275.0,132.0,180.0,10,4,4,0.468484,0.224872,0.306644,-143.0,-95.0,143.0,0.243612,2,2,2.0
21469,1,0,206.0,5,4,4,41.2,1.25,18,1,18,16.0,0.0,190.0,2,0,3,0.07767,0.0,0.92233,-16.0,174.0,108.0,0.524272,0,1,2.0
21470,1,0,19.0,2,2,2,9.5,1.0,2,3,4,19.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-19.0,-19.0,14.0,0.736842,0,1,5.0
21471,1,0,12.0,1,1,1,12.0,1.0,1,0,0,12.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-12.0,-12.0,12.0,1.0,0,0,0.0
21472,1,0,42.0,7,7,3,6.0,2.333333,14,0,13,33.0,9.0,0.0,6,1,0,0.785714,0.214286,0.0,-24.0,-33.0,24.0,0.571429,2,3,6.0
21473,1,0,652.0,20,2,5,32.6,4.0,7,14,20,0.0,0.0,652.0,0,0,20,0.0,0.0,1.0,0.0,652.0,318.0,0.48773,2,6,12.0
21474,1,0,800.0,13,11,10,61.538462,1.3,21,0,20,357.0,106.0,337.0,7,3,3,0.44625,0.1325,0.42125,-251.0,-20.0,139.0,0.17375,4,5,8.0
21475,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
21476,1,0,33.0,1,1,1,33.0,1.0,1,10,10,0.0,33.0,0.0,0,1,0,0.0,1.0,0.0,33.0,0.0,33.0,1.0,0,0,0.0
21477,1,0,202.0,2,2,1,101.0,2.0,1,2,2,202.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-202.0,-202.0,202.0,1.0,0,0,0.0
21478,1,0,77.0,8,6,2,9.625,4.0,2,2,3,77.0,0.0,0.0,8,0,0,1.0,0.0,0.0,-77.0,-77.0,59.0,0.766234,4,5,8.0
21479,1,0,589.0,8,3,5,73.625,1.6,17,1,17,181.0,100.0,308.0,3,2,3,0.307301,0.169779,0.52292,-81.0,127.0,205.0,0.348048,0,0,0.0
21480,1,0,163.0,7,5,5,23.285714,1.4,14,1,14,110.0,43.0,10.0,3,2,2,0.674847,0.263804,0.06135,-67.0,-100.0,109.0,0.668712,4,4,4.0
21481,1,0,37.0,2,2,2,18.5,1.0,3,15,17,0.0,0.0,37.0,0,0,2,0.0,0.0,1.0,0.0,37.0,36.0,0.972973,1,1,1.0
21482,1,0,317.0,14,13,9,22.642857,1.555556,19,1,19,163.0,85.0,69.0,4,4,6,0.514196,0.268139,0.217666,-78.0,-94.0,108.0,0.340694,1,3,8.0
21483,1,0,212.0,13,7,6,16.307692,2.166667,18,3,20,9.0,202.0,1.0,1,11,1,0.042453,0.95283,0.004717,193.0,-8.0,139.0,0.65566,2,4,11.0
21484,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
21485,1,0,188.0,4,3,3,47.0,1.333333,3,18,20,0.0,0.0,188.0,0,0,4,0.0,0.0,1.0,0.0,188.0,99.0,0.526596,0,0,0.0
21486,1,0,158.0,5,5,5,31.6,1.0,20,1,20,7.0,4.0,147.0,2,1,2,0.044304,0.025316,0.93038,-3.0,140.0,146.0,0.924051,2,3,6.0
21487,1,0,159.0,6,4,3,26.5,2.0,6,5,10,28.0,131.0,0.0,2,4,0,0.176101,0.823899,0.0,103.0,-28.0,82.0,0.515723,1,1,1.0
21488,1,0,117.0,2,2,1,58.5,2.0,1,14,14,0.0,0.0,117.0,0,0,2,0.0,0.0,1.0,0.0,117.0,117.0,1.0,0,0,0.0
21489,1,0,611.0,21,12,8,29.095238,2.625,20,1,20,227.0,277.0,107.0,9,8,4,0.371522,0.453355,0.175123,50.0,-120.0,149.0,0.243863,2,3,5.0
21490,1,0,179.0,5,4,2,35.8,2.5,2,0,1,179.0,0.0,0.0,5,0,0,1.0,0.0,0.0,-179.0,-179.0,178.0,0.994413,2,3,4.0
21491,1,0,355.0,6,3,2,59.166667,3.0,14,0,13,148.0,207.0,0.0,2,4,0,0.416901,0.583099,0.0,59.0,-148.0,207.0,0.583099,0,0,0.0
21492,1,0,728.0,10,8,9,72.8,1.111111,18,3,20,370.0,178.0,180.0,3,4,3,0.508242,0.244505,0.247253,-192.0,-190.0,125.0,0.171703,1,1,1.0
21493,1,0,262.0,7,4,4,37.428571,1.75,17,0,16,82.0,70.0,110.0,2,1,4,0.312977,0.267176,0.419847,-12.0,28.0,97.0,0.370229,1,2,5.0
21494,1,0,793.0,12,6,5,66.083333,2.4,16,5,20,258.0,528.0,7.0,4,7,1,0.325347,0.665826,0.008827,270.0,-251.0,415.0,0.523329,0,0,0.0
21495,1,0,488.0,8,8,3,61.0,2.666667,15,3,17,75.0,223.0,190.0,2,3,3,0.153689,0.456967,0.389344,148.0,115.0,223.0,0.456967,0,0,0.0
21496,1,0,506.0,7,6,3,72.285714,2.333333,10,9,18,0.0,111.0,395.0,0,2,5,0.0,0.219368,0.780632,111.0,395.0,395.0,0.780632,2,2,2.0
21497,1,0,151.0,10,8,3,15.1,3.333333,5,7,11,0.0,151.0,0.0,0,10,0,0.0,1.0,0.0,151.0,0.0,85.0,0.562914,4,7,14.0
21498,1,0,593.0,7,4,2,84.714286,3.5,2,14,15,0.0,0.0,593.0,0,0,7,0.0,0.0,1.0,0.0,593.0,395.0,0.666105,2,3,7.0
21499,1,0,1272.0,14,3,10,90.857143,1.4,20,1,20,685.0,231.0,356.0,8,2,4,0.538522,0.181604,0.279874,-454.0,-329.0,285.0,0.224057,1,1,1.0
21500,1,0,2.0,2,2,2,1.0,1.0,6,3,8,1.0,1.0,0.0,1,1,0,0.5,0.5,0.0,0.0,-1.0,1.0,0.5,2,2,2.0
21501,1,0,207.0,2,1,1,103.5,2.0,1,15,15,0.0,0.0,207.0,0,0,2,0.0,0.0,1.0,0.0,207.0,207.0,1.0,0,0,0.0
21502,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
21503,1,0,77.0,3,2,2,25.666667,1.5,4,5,8,47.0,30.0,0.0,2,1,0,0.61039,0.38961,0.0,-17.0,-47.0,47.0,0.61039,0,0,0.0
21504,1,0,507.0,9,6,8,56.333333,1.125,16,2,17,236.0,264.0,7.0,5,3,1,0.465483,0.52071,0.013807,28.0,-229.0,165.0,0.325444,1,1,1.0
21505,1,0,289.0,7,5,4,41.285714,1.75,9,7,15,0.0,275.0,14.0,0,6,1,0.0,0.951557,0.048443,275.0,14.0,151.0,0.522491,0,0,0.0
21506,1,0,746.0,8,4,5,93.25,1.6,11,3,13,294.0,452.0,0.0,4,4,0,0.394102,0.605898,0.0,158.0,-294.0,329.0,0.441019,0,0,0.0
21507,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
21508,1,0,98.0,5,3,4,19.6,1.25,14,3,16,77.0,20.0,1.0,3,1,1,0.785714,0.204082,0.010204,-57.0,-76.0,50.0,0.510204,1,2,5.0
21509,1,0,132.0,7,5,3,18.857143,2.333333,7,9,15,0.0,62.0,70.0,0,2,5,0.0,0.469697,0.530303,62.0,70.0,70.0,0.530303,0,1,2.0
21510,1,0,151.0,3,2,2,50.333333,1.5,2,10,11,0.0,151.0,0.0,0,3,0,0.0,1.0,0.0,151.0,0.0,137.0,0.907285,0,1,5.0
21511,1,0,175.0,4,4,3,43.75,1.333333,3,7,9,0.0,175.0,0.0,0,4,0,0.0,1.0,0.0,175.0,0.0,84.0,0.48,1,1,1.0
21512,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
21513,1,0,251.0,11,11,7,22.818182,1.571429,18,0,17,54.0,76.0,121.0,3,5,3,0.215139,0.302789,0.482072,22.0,67.0,101.0,0.40239,3,7,19.0
21514,1,0,207.0,8,3,4,25.875,2.0,17,4,20,9.0,0.0,198.0,1,0,7,0.043478,0.0,0.956522,-9.0,189.0,133.0,0.642512,0,1,5.0
21515,1,0,207.0,4,1,4,51.75,1.0,9,11,19,0.0,164.0,43.0,0,3,1,0.0,0.792271,0.207729,164.0,43.0,83.0,0.400966,1,1,1.0
21516,1,0,576.0,12,3,8,48.0,1.5,18,3,20,279.0,0.0,297.0,8,0,4,0.484375,0.0,0.515625,-279.0,18.0,126.0,0.21875,1,2,3.0
21517,1,0,366.0,10,4,7,36.6,1.428571,19,0,18,157.0,93.0,116.0,6,1,3,0.428962,0.254098,0.31694,-64.0,-41.0,105.0,0.286885,2,2,2.0
21518,1,0,40.0,2,1,1,20.0,2.0,1,10,10,0.0,40.0,0.0,0,2,0,0.0,1.0,0.0,40.0,0.0,40.0,1.0,1,1,1.0
21519,1,0,664.0,7,6,6,94.857143,1.166667,19,1,19,48.0,348.0,268.0,1,2,4,0.072289,0.524096,0.403614,300.0,220.0,197.0,0.296687,0,0,0.0
21520,1,0,177.0,2,1,2,88.5,1.0,2,14,15,0.0,0.0,177.0,0,0,2,0.0,0.0,1.0,0.0,177.0,95.0,0.536723,0,0,0.0
21521,1,0,291.0,4,4,3,72.75,1.333333,9,0,8,136.0,155.0,0.0,2,2,0,0.467354,0.532646,0.0,19.0,-136.0,155.0,0.532646,0,1,2.0
21522,1,0,227.0,4,2,2,56.75,2.0,2,14,15,0.0,0.0,227.0,0,0,4,0.0,0.0,1.0,0.0,227.0,132.0,0.581498,2,2,2.0
21523,1,0,73.0,7,6,3,10.428571,2.333333,10,0,9,18.0,55.0,0.0,4,3,0,0.246575,0.753425,0.0,37.0,-18.0,54.0,0.739726,4,4,4.0
21524,1,0,918.0,12,10,8,76.5,1.5,17,3,19,325.0,146.0,447.0,5,1,6,0.354031,0.159041,0.486928,-179.0,122.0,202.0,0.220044,1,2,5.0
21525,1,0,70.0,4,3,1,17.5,4.0,1,17,17,0.0,0.0,70.0,0,0,4,0.0,0.0,1.0,0.0,70.0,70.0,1.0,1,2,6.0
21526,1,0,42.0,4,3,4,10.5,1.0,14,4,17,13.0,2.0,27.0,1,1,2,0.309524,0.047619,0.642857,-11.0,14.0,26.0,0.619048,1,2,3.0
21527,1,0,239.0,11,8,7,21.727273,1.571429,19,2,20,131.0,3.0,105.0,3,1,7,0.548117,0.012552,0.439331,-128.0,-26.0,102.0,0.426778,0,2,7.0
21528,1,0,37.0,7,4,5,5.285714,1.4,18,1,18,24.0,1.0,12.0,3,1,3,0.648649,0.027027,0.324324,-23.0,-12.0,14.0,0.378378,3,3,3.0
21529,1,0,473.0,9,6,5,52.555556,1.8,10,0,9,355.0,118.0,0.0,5,4,0,0.750529,0.249471,0.0,-237.0,-355.0,222.0,0.469345,1,3,7.0
21530,1,0,206.0,5,3,3,41.2,1.666667,12,2,13,98.0,108.0,0.0,3,2,0,0.475728,0.524272,0.0,10.0,-98.0,108.0,0.524272,1,2,4.0
21531,1,0,46.0,5,1,4,9.2,1.25,18,3,20,1.0,0.0,45.0,1,0,4,0.021739,0.0,0.978261,-1.0,44.0,31.0,0.673913,2,3,7.0
21532,1,0,347.0,6,4,4,57.833333,1.5,14,7,20,0.0,189.0,158.0,0,2,4,0.0,0.544669,0.455331,189.0,158.0,120.0,0.345821,1,1,1.0
21533,1,0,6.0,1,1,1,6.0,1.0,1,5,5,6.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-6.0,-6.0,6.0,1.0,0,0,0.0
21534,1,0,1201.0,21,15,8,57.190476,2.625,11,10,20,0.0,130.0,1071.0,0,2,19,0.0,0.108243,0.891757,130.0,1071.0,376.0,0.313072,3,4,7.0
21535,1,0,131.0,7,5,2,18.714286,3.5,15,5,19,129.0,0.0,2.0,5,0,2,0.984733,0.0,0.015267,-129.0,-127.0,129.0,0.984733,3,4,5.0
21536,1,0,123.0,10,6,6,12.3,1.666667,11,0,10,88.0,35.0,0.0,7,3,0,0.715447,0.284553,0.0,-53.0,-88.0,35.0,0.284553,3,3,3.0
21537,1,0,9.0,3,3,1,3.0,3.0,1,17,17,0.0,0.0,9.0,0,0,3,0.0,0.0,1.0,0.0,9.0,9.0,1.0,1,3,9.0
21538,1,0,207.0,2,2,2,103.5,1.0,21,0,20,114.0,0.0,93.0,1,0,1,0.550725,0.0,0.449275,-114.0,-21.0,114.0,0.550725,0,0,0.0
21539,1,0,532.0,15,8,9,35.466667,1.666667,18,1,18,103.0,170.0,259.0,4,3,8,0.193609,0.319549,0.486842,67.0,156.0,169.0,0.317669,1,3,8.0
21540,1,0,305.0,5,4,5,61.0,1.0,11,4,14,34.0,242.0,29.0,1,3,1,0.111475,0.793443,0.095082,208.0,-5.0,106.0,0.347541,0,0,0.0
21541,1,0,3.0,2,2,2,1.5,1.0,8,3,10,1.0,2.0,0.0,1,1,0,0.333333,0.666667,0.0,1.0,-1.0,2.0,0.666667,1,2,3.0
21542,1,0,886.0,24,10,10,36.916667,2.4,21,0,20,214.0,528.0,144.0,6,15,3,0.241535,0.595937,0.162528,314.0,-70.0,235.0,0.265237,5,10,22.0
21543,1,0,1.0,1,1,1,1.0,1.0,1,17,17,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0
21544,1,0,46.0,2,2,2,23.0,1.0,2,17,18,0.0,0.0,46.0,0,0,2,0.0,0.0,1.0,0.0,46.0,45.0,0.978261,1,1,1.0
21545,1,0,220.0,3,3,2,73.333333,1.5,5,9,13,0.0,220.0,0.0,0,3,0,0.0,1.0,0.0,220.0,0.0,122.0,0.554545,0,0,0.0
21546,1,0,414.0,11,6,7,37.636364,1.571429,12,2,13,149.0,265.0,0.0,7,4,0,0.359903,0.640097,0.0,116.0,-149.0,95.0,0.229469,2,6,14.0
21547,1,0,7.0,3,2,1,2.333333,3.0,1,15,15,0.0,0.0,7.0,0,0,3,0.0,0.0,1.0,0.0,7.0,7.0,1.0,2,3,7.0
21548,1,0,615.0,9,9,6,68.333333,1.5,21,0,20,582.0,0.0,33.0,7,0,2,0.946341,0.0,0.053659,-582.0,-549.0,177.0,0.287805,0,0,0.0
21549,1,0,161.0,4,3,3,40.25,1.333333,13,8,20,0.0,14.0,147.0,0,1,3,0.0,0.086957,0.913043,14.0,147.0,140.0,0.869565,0,0,0.0
21550,1,0,256.0,5,3,3,51.2,1.666667,9,0,8,186.0,70.0,0.0,3,2,0,0.726562,0.273438,0.0,-116.0,-186.0,134.0,0.523438,1,1,1.0
21551,1,0,191.0,3,3,3,63.666667,1.0,15,0,14,81.0,109.0,1.0,1,1,1,0.424084,0.570681,0.005236,28.0,-80.0,109.0,0.570681,1,1,1.0
21552,1,0,28.0,3,3,3,9.333333,1.0,9,5,13,10.0,18.0,0.0,1,2,0,0.357143,0.642857,0.0,8.0,-10.0,17.0,0.607143,1,1,1.0
21553,1,0,258.0,14,10,4,18.428571,3.5,11,9,19,0.0,123.0,135.0,0,3,11,0.0,0.476744,0.523256,123.0,135.0,123.0,0.476744,6,10,23.0
21554,1,0,377.0,8,5,4,47.125,2.0,10,0,9,302.0,75.0,0.0,6,2,0,0.801061,0.198939,0.0,-227.0,-302.0,144.0,0.381963,3,4,6.0
21555,1,0,52.0,1,1,1,52.0,1.0,1,1,1,52.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-52.0,-52.0,52.0,1.0,0,0,0.0
21556,1,0,216.0,5,3,2,43.2,2.5,8,7,14,0.0,180.0,36.0,0,4,1,0.0,0.833333,0.166667,180.0,36.0,180.0,0.833333,1,1,1.0
21557,1,0,244.0,6,3,5,40.666667,1.2,7,1,7,230.0,14.0,0.0,5,1,0,0.942623,0.057377,0.0,-216.0,-230.0,109.0,0.446721,1,1,1.0
21558,1,0,503.0,8,4,7,62.875,1.142857,17,1,17,199.0,62.0,242.0,4,1,3,0.395626,0.12326,0.481113,-137.0,43.0,116.0,0.230616,1,1,1.0
21559,1,0,69.0,1,1,1,69.0,1.0,1,16,16,0.0,0.0,69.0,0,0,1,0.0,0.0,1.0,0.0,69.0,69.0,1.0,0,0,0.0
21560,1,0,565.0,12,4,7,47.083333,1.714286,13,5,17,33.0,111.0,421.0,3,2,7,0.058407,0.19646,0.745133,78.0,388.0,304.0,0.538053,1,2,3.0
21561,1,0,196.0,3,3,2,65.333333,1.5,18,0,17,61.0,0.0,135.0,2,0,1,0.311224,0.0,0.688776,-61.0,74.0,135.0,0.688776,1,1,1.0
21562,1,0,112.0,5,4,5,22.4,1.0,15,2,16,17.0,32.0,63.0,1,2,2,0.151786,0.285714,0.5625,15.0,46.0,39.0,0.348214,0,1,5.0
21563,1,0,109.0,3,1,1,36.333333,3.0,1,1,1,109.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-109.0,-109.0,109.0,1.0,1,1,1.0
21564,1,0,93.0,2,1,1,46.5,2.0,1,15,15,0.0,0.0,93.0,0,0,2,0.0,0.0,1.0,0.0,93.0,93.0,1.0,0,1,5.0
21565,1,0,740.0,17,4,12,43.529412,1.416667,20,0,19,245.0,270.0,225.0,6,7,4,0.331081,0.364865,0.304054,25.0,-20.0,145.0,0.195946,2,2,2.0
21566,1,0,132.0,4,3,3,33.0,1.333333,15,1,15,11.0,120.0,1.0,1,2,1,0.083333,0.909091,0.007576,109.0,-10.0,120.0,0.909091,2,2,2.0
21567,1,0,169.0,1,1,1,169.0,1.0,1,20,20,0.0,0.0,169.0,0,0,1,0.0,0.0,1.0,0.0,169.0,169.0,1.0,0,0,0.0
21568,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
21569,1,0,813.0,9,8,8,90.333333,1.125,20,1,20,306.0,160.0,347.0,3,1,5,0.376384,0.196802,0.426814,-146.0,41.0,160.0,0.196802,0,1,4.0
21570,1,0,271.0,9,8,5,30.111111,1.8,18,2,19,77.0,0.0,194.0,3,0,6,0.284133,0.0,0.715867,-77.0,117.0,162.0,0.597786,1,2,6.0
21571,1,0,660.0,10,7,8,66.0,1.25,19,1,19,282.0,176.0,202.0,4,2,4,0.427273,0.266667,0.306061,-106.0,-80.0,130.0,0.19697,1,1,1.0
21572,1,0,227.0,4,2,1,56.75,4.0,1,18,18,0.0,0.0,227.0,0,0,4,0.0,0.0,1.0,0.0,227.0,227.0,1.0,1,1,1.0
21573,1,0,1445.0,32,7,6,45.15625,5.333333,11,10,20,0.0,183.0,1262.0,0,18,14,0.0,0.126644,0.873356,183.0,1262.0,486.0,0.336332,6,13,32.0
21574,1,0,193.0,5,5,5,38.6,1.0,14,5,18,6.0,99.0,88.0,1,3,1,0.031088,0.512953,0.455959,93.0,82.0,88.0,0.455959,0,0,0.0
21575,1,0,658.0,11,7,7,59.818182,1.571429,9,3,11,213.0,445.0,0.0,3,8,0,0.323708,0.676292,0.0,232.0,-213.0,224.0,0.340426,1,1,1.0
21576,1,0,515.0,7,6,5,73.571429,1.4,15,0,14,351.0,118.0,46.0,5,1,1,0.681553,0.229126,0.08932,-233.0,-305.0,200.0,0.38835,1,2,4.0
21577,1,0,16.0,2,2,2,8.0,1.0,21,0,20,15.0,0.0,1.0,1,0,1,0.9375,0.0,0.0625,-15.0,-14.0,15.0,0.9375,1,1,1.0
21578,1,0,222.0,4,3,3,55.5,1.333333,7,6,12,43.0,179.0,0.0,1,3,0,0.193694,0.806306,0.0,136.0,-43.0,98.0,0.441441,0,1,5.0
21579,1,0,789.0,7,6,5,112.714286,1.4,11,2,12,439.0,350.0,0.0,4,3,0,0.556401,0.443599,0.0,-89.0,-439.0,346.0,0.43853,0,0,0.0
21580,1,0,115.0,7,1,5,16.428571,1.4,17,1,17,2.0,0.0,113.0,2,0,5,0.017391,0.0,0.982609,-2.0,111.0,89.0,0.773913,2,2,2.0
21581,1,0,128.0,4,3,1,32.0,4.0,1,13,13,0.0,128.0,0.0,0,4,0,0.0,1.0,0.0,128.0,0.0,128.0,1.0,0,1,3.0
21582,1,0,626.0,11,11,7,56.909091,1.571429,18,2,19,152.0,385.0,89.0,5,5,1,0.242812,0.615016,0.142173,233.0,-63.0,119.0,0.190096,2,2,2.0
21583,1,0,783.0,10,9,6,78.3,1.666667,13,2,14,575.0,194.0,14.0,7,2,1,0.734355,0.247765,0.01788,-381.0,-561.0,234.0,0.298851,0,0,0.0
21584,1,0,575.0,10,8,5,57.5,2.0,19,2,20,122.0,116.0,337.0,1,1,8,0.212174,0.201739,0.586087,-6.0,215.0,122.0,0.212174,1,1,1.0
21585,1,0,1764.0,21,15,10,84.0,2.1,16,4,19,382.0,938.0,444.0,3,13,5,0.216553,0.531746,0.251701,556.0,62.0,236.0,0.133787,3,3,3.0
21586,1,0,248.0,4,2,3,62.0,1.333333,8,2,9,115.0,133.0,0.0,1,3,0,0.46371,0.53629,0.0,18.0,-115.0,115.0,0.46371,0,0,0.0
21587,1,0,271.0,10,9,3,27.1,3.333333,21,0,20,2.0,0.0,269.0,2,0,8,0.00738,0.0,0.99262,-2.0,267.0,268.0,0.98893,5,8,15.0
21588,1,0,557.0,5,5,3,111.4,1.666667,8,1,8,293.0,264.0,0.0,3,2,0,0.526032,0.473968,0.0,-29.0,-293.0,264.0,0.473968,0,0,0.0
21589,1,0,269.0,12,8,5,22.416667,2.4,8,10,17,0.0,131.0,138.0,0,5,7,0.0,0.486989,0.513011,131.0,138.0,87.0,0.32342,5,5,5.0
21590,1,0,516.0,11,8,8,46.909091,1.375,18,0,17,307.0,168.0,41.0,5,4,2,0.594961,0.325581,0.079457,-139.0,-266.0,180.0,0.348837,0,1,5.0
21591,1,0,226.0,5,3,4,45.2,1.25,9,3,11,109.0,117.0,0.0,1,4,0,0.482301,0.517699,0.0,8.0,-109.0,109.0,0.482301,1,1,1.0
21592,1,0,54.0,1,1,1,54.0,1.0,1,19,19,0.0,0.0,54.0,0,0,1,0.0,0.0,1.0,0.0,54.0,54.0,1.0,0,0,0.0
21593,1,0,657.0,15,9,9,43.8,1.666667,15,3,17,250.0,271.0,136.0,2,7,6,0.380518,0.412481,0.207002,21.0,-114.0,140.0,0.21309,1,4,15.0
21594,1,0,230.0,2,2,2,115.0,1.0,15,2,16,120.0,0.0,110.0,1,0,1,0.521739,0.0,0.478261,-120.0,-10.0,120.0,0.521739,0,0,0.0
21595,1,0,78.0,1,1,1,78.0,1.0,1,4,4,78.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-78.0,-78.0,78.0,1.0,0,0,0.0
21596,1,0,474.0,8,3,7,59.25,1.142857,16,0,15,321.0,62.0,91.0,5,2,1,0.677215,0.130802,0.191983,-259.0,-230.0,114.0,0.240506,0,0,0.0
21597,1,0,860.0,11,6,5,78.181818,2.2,7,14,20,0.0,0.0,860.0,0,0,11,0.0,0.0,1.0,0.0,860.0,294.0,0.34186,1,3,8.0
21598,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
21599,1,0,168.0,4,3,4,42.0,1.0,10,1,10,163.0,5.0,0.0,3,1,0,0.970238,0.029762,0.0,-158.0,-163.0,83.0,0.494048,0,1,5.0
21600,1,0,277.0,5,3,4,55.4,1.25,9,7,15,0.0,197.0,80.0,0,4,1,0.0,0.711191,0.288809,197.0,80.0,104.0,0.375451,0,0,0.0
21601,1,0,243.0,7,6,4,34.714286,1.75,16,2,17,21.0,41.0,181.0,2,3,2,0.08642,0.168724,0.744856,20.0,160.0,181.0,0.744856,3,3,3.0
21602,1,0,104.0,2,2,1,52.0,2.0,1,12,12,0.0,104.0,0.0,0,2,0,0.0,1.0,0.0,104.0,0.0,104.0,1.0,0,1,2.0
21603,1,0,281.0,7,4,6,40.142857,1.166667,9,1,9,241.0,40.0,0.0,6,1,0,0.857651,0.142349,0.0,-201.0,-241.0,143.0,0.508897,1,3,7.0
21604,1,0,798.0,8,8,6,99.75,1.333333,18,2,19,369.0,190.0,239.0,4,2,2,0.462406,0.238095,0.299499,-179.0,-130.0,239.0,0.299499,0,0,0.0
21605,1,0,442.0,6,3,3,73.666667,2.0,11,3,13,90.0,352.0,0.0,1,5,0,0.20362,0.79638,0.0,262.0,-90.0,262.0,0.59276,0,0,0.0
21606,1,0,111.0,4,3,3,27.75,1.333333,11,4,14,89.0,2.0,20.0,1,2,1,0.801802,0.018018,0.18018,-87.0,-69.0,89.0,0.801802,2,2,2.0
21607,1,0,653.0,17,13,6,38.411765,2.833333,19,2,20,87.0,540.0,26.0,3,8,6,0.133231,0.826953,0.039816,453.0,-61.0,346.0,0.529862,4,8,18.0
21608,1,0,1.0,1,1,1,1.0,1.0,1,8,8,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1.0
