membership_row_id,w1_4_has_watch_obs,w1_4_no_watch_obs_flag,w1_4_total_watch_time,w1_4_total_sessions,w1_4_unique_contents,w1_4_unique_watch_days,w1_4_avg_watch_time_per_session,w1_4_sessions_per_active_day,w1_4_active_span_days,w1_4_first_watch_rel_day,w1_4_last_watch_rel_day,w1_4_week1_watch_time,w1_4_week2_watch_time,w1_4_week3_watch_time,w1_4_week1_sessions,w1_4_week2_sessions,w1_4_week3_sessions,w1_4_week1_ratio,w1_4_week2_ratio,w1_4_week3_ratio,w1_4_w2_minus_w1_watch_time,w1_4_w3_minus_w1_watch_time,w1_4_max_daily_watch_time,w1_4_max_day_share,w1_4_one_minute_watch_count,w1_4_short_watch_count_le5,w1_4_short_watch_time_le5,w1_4_week4_watch_time,w1_4_week4_sessions,w1_4_week4_ratio,w1_4_w4_minus_w1_watch_time,w1_4_w4_minus_w3_watch_time
18992,1,0,3531.0,49,46,14,72.061224,3.5,15,1,15,1214.0,1420.0,897.0,15,26,8,0.343812,0.402152,0.254036,206.0,-317.0,652.0,0.18465,3,6,14.0,0.0,0,0.0,-1214.0,-897.0
18993,1,0,779.0,22,14,7,35.409091,3.142857,18,0,17,332.0,216.0,231.0,7,9,6,0.426187,0.277279,0.296534,-116.0,-101.0,215.0,0.275995,5,7,11.0,0.0,0,0.0,-332.0,-231.0
18994,1,0,811.0,18,7,8,45.055556,2.25,9,0,8,573.0,238.0,0.0,14,4,0,0.706535,0.293465,0.0,-335.0,-573.0,217.0,0.267571,0,1,4.0,0.0,0,0.0,-573.0,0.0
18995,1,0,67.0,9,7,4,7.444444,2.25,13,8,20,0.0,3.0,64.0,0,3,6,0.0,0.044776,0.955224,3.0,64.0,41.0,0.61194,5,6,8.0,0.0,0,0.0,0.0,-64.0
18996,1,0,387.0,15,12,4,25.8,3.75,22,0,21,101.0,183.0,95.0,5,5,1,0.260982,0.472868,0.245478,82.0,-6.0,183.0,0.472868,7,10,18.0,8.0,4,0.020672,-93.0,-87.0
18997,1,0,692.0,19,12,5,36.421053,3.8,7,15,21,0.0,0.0,449.0,0,0,13,0.0,0.0,0.648844,0.0,449.0,243.0,0.351156,1,2,4.0,243.0,6,0.351156,243.0,-206.0
18998,1,0,112.0,16,11,5,7.0,3.2,18,2,19,22.0,55.0,35.0,2,10,4,0.196429,0.491071,0.3125,33.0,13.0,42.0,0.375,2,6,13.0,0.0,0,0.0,-22.0,-35.0
18999,1,0,33.0,4,4,2,8.25,2.0,5,16,20,0.0,0.0,33.0,0,0,4,0.0,0.0,1.0,0.0,33.0,22.0,0.666667,1,1,1.0,0.0,0,0.0,0.0,-33.0
19000,1,0,525.0,8,6,7,65.625,1.142857,16,0,15,121.0,185.0,219.0,2,4,2,0.230476,0.352381,0.417143,64.0,98.0,153.0,0.291429,0,2,7.0,0.0,0,0.0,-121.0,-219.0
19001,1,0,399.0,6,5,4,66.5,1.5,19,3,21,116.0,122.0,19.0,2,1,2,0.290727,0.305764,0.047619,6.0,-97.0,142.0,0.35589,0,0,0.0,142.0,1,0.35589,26.0,123.0
19002,1,0,16.0,3,3,1,5.333333,3.0,1,4,4,16.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-16.0,-16.0,16.0,1.0,1,2,6.0,0.0,0,0.0,-16.0,0.0
19003,1,0,80.0,4,4,3,20.0,1.333333,20,2,21,30.0,0.0,46.0,1,0,2,0.375,0.0,0.575,-30.0,16.0,46.0,0.575,0,1,4.0,4.0,1,0.05,-26.0,-42.0
19004,1,0,1219.0,20,13,9,60.95,2.222222,15,0,14,173.0,1026.0,20.0,5,14,1,0.14192,0.841674,0.016407,853.0,-153.0,466.0,0.382281,3,5,11.0,0.0,0,0.0,-173.0,-20.0
19005,1,0,18.0,2,2,2,9.0,1.0,7,2,8,12.0,6.0,0.0,1,1,0,0.666667,0.333333,0.0,-6.0,-12.0,12.0,0.666667,0,0,0.0,0.0,0,0.0,-12.0,0.0
19006,1,0,2.0,1,1,1,2.0,1.0,1,18,18,0.0,0.0,2.0,0,0,1,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0,1,2.0,0.0,0,0.0,0.0,-2.0
19007,1,0,224.0,3,3,3,74.666667,1.0,12,5,16,105.0,0.0,119.0,1,0,2,0.46875,0.0,0.53125,-105.0,14.0,112.0,0.5,0,0,0.0,0.0,0,0.0,-105.0,-119.0
19008,1,0,133.0,3,2,1,44.333333,3.0,1,0,0,133.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-133.0,-133.0,133.0,1.0,0,0,0.0,0.0,0,0.0,-133.0,0.0
19009,1,0,511.0,19,13,7,26.894737,2.714286,20,2,21,197.0,150.0,106.0,8,6,2,0.385519,0.293542,0.207436,-47.0,-91.0,150.0,0.293542,4,7,14.0,58.0,3,0.113503,-139.0,-48.0
19010,1,0,502.0,11,8,7,45.636364,1.571429,21,1,21,116.0,25.0,280.0,2,5,3,0.231076,0.049801,0.557769,-91.0,164.0,280.0,0.557769,2,5,15.0,81.0,1,0.161355,-35.0,-199.0
19011,1,0,406.0,3,2,3,135.333333,1.0,16,0,15,110.0,0.0,296.0,1,0,2,0.270936,0.0,0.729064,-110.0,186.0,200.0,0.492611,0,0,0.0,0.0,0,0.0,-110.0,-296.0
19012,1,0,234.0,4,2,3,58.5,1.333333,3,0,2,234.0,0.0,0.0,4,0,0,1.0,0.0,0.0,-234.0,-234.0,99.0,0.423077,0,0,0.0,0.0,0,0.0,-234.0,0.0
19013,1,0,380.0,9,8,7,42.222222,1.285714,22,0,21,196.0,4.0,167.0,5,1,2,0.515789,0.010526,0.439474,-192.0,-29.0,155.0,0.407895,1,2,5.0,13.0,1,0.034211,-183.0,-154.0
19014,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0
19015,1,0,432.0,14,6,4,30.857143,3.5,12,5,16,33.0,105.0,294.0,2,1,11,0.076389,0.243056,0.680556,72.0,261.0,293.0,0.678241,3,4,5.0,0.0,0,0.0,-33.0,-294.0
19016,1,0,530.0,16,10,7,33.125,2.285714,19,3,21,122.0,102.0,172.0,5,5,5,0.230189,0.192453,0.324528,-20.0,50.0,172.0,0.324528,4,6,10.0,134.0,1,0.25283,12.0,-38.0
19017,1,0,243.0,9,9,7,27.0,1.285714,18,3,20,66.0,54.0,123.0,1,3,5,0.271605,0.222222,0.506173,-12.0,57.0,66.0,0.271605,2,2,2.0,0.0,0,0.0,-66.0,-123.0
19018,1,0,31.0,9,9,5,3.444444,1.8,18,0,17,10.0,1.0,20.0,5,1,3,0.322581,0.032258,0.645161,-9.0,10.0,16.0,0.516129,6,7,10.0,0.0,0,0.0,-10.0,-20.0
19019,1,0,93.0,1,1,1,93.0,1.0,1,7,7,0.0,93.0,0.0,0,1,0,0.0,1.0,0.0,93.0,0.0,93.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
19020,1,0,245.0,6,5,1,40.833333,6.0,1,0,0,245.0,0.0,0.0,6,0,0,1.0,0.0,0.0,-245.0,-245.0,245.0,1.0,1,2,3.0,0.0,0,0.0,-245.0,0.0
19021,1,0,1.0,1,1,1,1.0,1.0,1,6,6,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,-1.0,0.0
19022,1,0,337.0,18,7,11,18.722222,1.636364,21,1,21,61.0,151.0,65.0,5,10,2,0.181009,0.448071,0.192878,90.0,4.0,60.0,0.178042,4,4,4.0,60.0,1,0.178042,-1.0,-5.0
19023,1,0,282.0,2,2,2,141.0,1.0,15,3,17,167.0,0.0,115.0,1,0,1,0.592199,0.0,0.407801,-167.0,-52.0,167.0,0.592199,0,0,0.0,0.0,0,0.0,-167.0,-115.0
19024,1,0,144.0,4,3,2,36.0,2.0,2,3,4,144.0,0.0,0.0,4,0,0,1.0,0.0,0.0,-144.0,-144.0,109.0,0.756944,0,1,5.0,0.0,0,0.0,-144.0,0.0
19025,1,0,8.0,8,8,3,1.0,2.666667,8,5,12,3.0,5.0,0.0,3,5,0,0.375,0.625,0.0,2.0,-3.0,4.0,0.5,8,8,8.0,0.0,0,0.0,-3.0,0.0
19026,1,0,225.0,2,2,1,112.5,2.0,1,7,7,0.0,225.0,0.0,0,2,0,0.0,1.0,0.0,225.0,0.0,225.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
19027,1,0,73.0,6,5,1,12.166667,6.0,1,5,5,73.0,0.0,0.0,6,0,0,1.0,0.0,0.0,-73.0,-73.0,73.0,1.0,2,3,6.0,0.0,0,0.0,-73.0,0.0
19028,1,0,1089.0,22,3,9,49.5,2.444444,11,4,14,345.0,743.0,1.0,5,16,1,0.316804,0.682277,0.000918,398.0,-344.0,212.0,0.194674,3,6,11.0,0.0,0,0.0,-345.0,-1.0
19029,1,0,102.0,2,2,1,51.0,2.0,1,24,24,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,102.0,1.0,0,0,0.0,102.0,2,1.0,102.0,102.0
19030,1,0,993.0,24,13,10,41.375,2.4,17,4,20,101.0,220.0,672.0,3,6,15,0.101712,0.221551,0.676737,119.0,571.0,185.0,0.186304,4,6,10.0,0.0,0,0.0,-101.0,-672.0
19031,1,0,652.0,9,8,6,72.444444,1.5,22,0,21,175.0,120.0,213.0,2,1,3,0.268405,0.184049,0.326687,-55.0,38.0,144.0,0.220859,0,0,0.0,144.0,3,0.220859,-31.0,-69.0
19032,1,0,689.0,11,9,7,62.636364,1.571429,12,0,11,443.0,246.0,0.0,8,3,0,0.642961,0.357039,0.0,-197.0,-443.0,179.0,0.259797,0,0,0.0,0.0,0,0.0,-443.0,0.0
19033,1,0,114.0,5,5,3,22.8,1.666667,21,0,20,108.0,0.0,6.0,4,0,1,0.947368,0.0,0.052632,-108.0,-102.0,100.0,0.877193,1,3,9.0,0.0,0,0.0,-108.0,-6.0
19034,1,0,93.0,2,1,2,46.5,1.0,2,22,23,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,75.0,0.806452,0,0,0.0,93.0,2,1.0,93.0,93.0
19035,1,0,443.0,5,3,4,88.6,1.25,4,14,17,0.0,0.0,443.0,0,0,5,0.0,0.0,1.0,0.0,443.0,177.0,0.399549,0,0,0.0,0.0,0,0.0,0.0,-443.0
19036,1,0,178.0,9,7,6,19.777778,1.5,13,9,21,0.0,38.0,135.0,0,5,2,0.0,0.213483,0.758427,38.0,135.0,89.0,0.5,4,6,12.0,5.0,2,0.02809,5.0,-130.0
19037,1,0,229.0,3,3,1,76.333333,3.0,1,26,26,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,229.0,1.0,0,0,0.0,229.0,3,1.0,229.0,229.0
19038,1,0,94.0,5,5,2,18.8,2.5,13,0,12,13.0,81.0,0.0,3,2,0,0.138298,0.861702,0.0,68.0,-13.0,81.0,0.861702,2,2,2.0,0.0,0,0.0,-13.0,0.0
19039,1,0,1129.0,15,13,7,75.266667,2.142857,20,1,20,122.0,171.0,836.0,1,5,9,0.10806,0.151461,0.740478,49.0,714.0,498.0,0.441098,1,4,12.0,0.0,0,0.0,-122.0,-836.0
19040,1,0,12.0,6,6,2,2.0,3.0,13,0,12,3.0,9.0,0.0,3,3,0,0.25,0.75,0.0,6.0,-3.0,9.0,0.75,4,6,12.0,0.0,0,0.0,-3.0,0.0
19041,1,0,381.0,4,2,2,95.25,2.0,8,14,21,0.0,0.0,197.0,0,0,2,0.0,0.0,0.51706,0.0,197.0,197.0,0.51706,0,0,0.0,184.0,2,0.48294,184.0,-13.0
19042,1,0,25.0,4,2,2,6.25,2.0,17,9,25,0.0,8.0,0.0,0,1,0,0.0,0.32,0.0,8.0,0.0,17.0,0.68,0,2,9.0,17.0,3,0.68,17.0,17.0
19043,1,0,39.0,1,1,1,39.0,1.0,1,5,5,39.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-39.0,-39.0,39.0,1.0,0,0,0.0,0.0,0,0.0,-39.0,0.0
19044,1,0,350.0,5,4,4,70.0,1.25,8,13,20,0.0,1.0,349.0,0,1,4,0.0,0.002857,0.997143,1.0,349.0,200.0,0.571429,1,2,4.0,0.0,0,0.0,0.0,-349.0
19045,1,0,297.0,5,2,2,59.4,2.5,2,20,21,0.0,0.0,5.0,0,0,2,0.0,0.0,0.016835,0.0,5.0,292.0,0.983165,1,3,9.0,292.0,3,0.983165,292.0,287.0
19046,1,0,29.0,6,6,3,4.833333,2.0,10,0,9,17.0,12.0,0.0,5,1,0,0.586207,0.413793,0.0,-5.0,-17.0,16.0,0.551724,2,3,4.0,0.0,0,0.0,-17.0,0.0
19047,1,0,52.0,1,1,1,52.0,1.0,1,1,1,52.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-52.0,-52.0,52.0,1.0,0,0,0.0,0.0,0,0.0,-52.0,0.0
19048,1,0,127.0,3,3,3,42.333333,1.0,16,2,17,1.0,0.0,126.0,1,0,2,0.007874,0.0,0.992126,-1.0,125.0,95.0,0.748031,1,1,1.0,0.0,0,0.0,-1.0,-126.0
19049,1,0,531.0,6,4,4,88.5,1.5,19,0,18,85.0,402.0,44.0,1,4,1,0.160075,0.757062,0.082863,317.0,-41.0,337.0,0.634652,0,0,0.0,0.0,0,0.0,-85.0,-44.0
19050,1,0,1081.0,18,8,10,60.055556,1.8,19,3,21,246.0,6.0,639.0,6,1,9,0.227567,0.00555,0.591119,-240.0,393.0,190.0,0.175763,1,2,4.0,190.0,2,0.175763,-56.0,-449.0
19051,1,0,478.0,7,6,4,68.285714,1.75,17,4,20,239.0,190.0,49.0,2,3,2,0.5,0.39749,0.10251,-49.0,-190.0,190.0,0.39749,0,0,0.0,0.0,0,0.0,-239.0,-49.0
19052,1,0,286.0,3,3,3,95.333333,1.0,13,3,15,181.0,0.0,105.0,2,0,1,0.632867,0.0,0.367133,-181.0,-76.0,105.0,0.367133,0,0,0.0,0.0,0,0.0,-181.0,-105.0
19053,1,0,750.0,23,12,13,32.608696,1.769231,27,0,26,291.0,111.0,195.0,5,5,9,0.388,0.148,0.26,-180.0,-96.0,128.0,0.170667,6,9,16.0,153.0,4,0.204,-138.0,-42.0
19054,1,0,953.0,13,9,9,73.307692,1.444444,22,0,21,378.0,177.0,397.0,5,3,4,0.396642,0.185729,0.416579,-201.0,19.0,172.0,0.180483,3,4,8.0,1.0,1,0.001049,-377.0,-396.0
19055,1,0,1356.0,21,8,8,64.571429,2.625,24,0,23,85.0,520.0,750.0,2,6,12,0.062684,0.383481,0.553097,435.0,665.0,450.0,0.331858,3,4,6.0,1.0,1,0.000737,-84.0,-749.0
19056,1,0,688.0,18,6,6,38.222222,3.0,15,10,24,0.0,83.0,242.0,0,2,9,0.0,0.12064,0.351744,83.0,242.0,273.0,0.396802,2,5,12.0,363.0,7,0.527616,363.0,121.0
19057,1,0,424.0,16,12,9,26.5,1.777778,18,4,21,45.0,144.0,201.0,2,4,6,0.106132,0.339623,0.474057,99.0,156.0,102.0,0.240566,0,2,8.0,34.0,4,0.080189,-11.0,-167.0
19058,1,0,221.0,6,5,4,36.833333,1.5,8,6,13,61.0,160.0,0.0,1,5,0,0.276018,0.723982,0.0,99.0,-61.0,99.0,0.447964,0,0,0.0,0.0,0,0.0,-61.0,0.0
19059,1,0,457.0,5,4,4,91.4,1.25,16,9,24,0.0,253.0,107.0,0,2,2,0.0,0.553611,0.234136,253.0,107.0,253.0,0.553611,0,0,0.0,97.0,1,0.212254,97.0,-10.0
19060,1,0,202.0,7,3,5,28.857143,1.4,19,0,18,193.0,8.0,1.0,5,1,1,0.955446,0.039604,0.00495,-185.0,-192.0,108.0,0.534653,1,2,3.0,0.0,0,0.0,-193.0,-1.0
19061,1,0,283.0,4,3,2,70.75,2.0,15,2,16,105.0,0.0,178.0,2,0,2,0.371025,0.0,0.628975,-105.0,73.0,178.0,0.628975,0,1,4.0,0.0,0,0.0,-105.0,-178.0
19062,1,0,9.0,3,2,2,3.0,1.5,15,0,14,4.0,0.0,5.0,2,0,1,0.444444,0.0,0.555556,-4.0,1.0,5.0,0.555556,0,3,9.0,0.0,0,0.0,-4.0,-5.0
19063,1,0,659.0,14,10,7,47.071429,2.0,21,1,21,189.0,93.0,185.0,5,1,6,0.286798,0.141123,0.280728,-96.0,-4.0,192.0,0.291351,0,1,5.0,192.0,2,0.291351,3.0,7.0
19064,1,0,285.0,4,2,3,71.25,1.333333,13,8,20,0.0,183.0,102.0,0,3,1,0.0,0.642105,0.357895,183.0,102.0,146.0,0.512281,0,0,0.0,0.0,0,0.0,0.0,-102.0
19065,1,0,420.0,8,5,5,52.5,1.6,15,6,20,49.0,115.0,256.0,1,4,3,0.116667,0.27381,0.609524,66.0,207.0,147.0,0.35,1,1,1.0,0.0,0,0.0,-49.0,-256.0
19066,1,0,171.0,6,3,5,28.5,1.2,13,9,21,0.0,56.0,107.0,0,1,4,0.0,0.327485,0.625731,56.0,107.0,99.0,0.578947,1,1,1.0,8.0,1,0.046784,8.0,-99.0
19067,1,0,738.0,7,6,5,105.428571,1.4,15,4,18,303.0,295.0,140.0,2,4,1,0.410569,0.399729,0.189702,-8.0,-163.0,303.0,0.410569,0,0,0.0,0.0,0,0.0,-303.0,-140.0
19068,1,0,245.0,11,9,4,22.272727,2.75,15,2,16,146.0,26.0,73.0,5,5,1,0.595918,0.106122,0.297959,-120.0,-73.0,146.0,0.595918,4,5,6.0,0.0,0,0.0,-146.0,-73.0
19069,1,0,280.0,8,4,4,35.0,2.0,5,13,17,0.0,37.0,243.0,0,1,7,0.0,0.132143,0.867857,37.0,243.0,204.0,0.728571,2,4,9.0,0.0,0,0.0,0.0,-243.0
19070,1,0,45.0,7,6,5,6.428571,1.4,14,8,21,0.0,24.0,17.0,0,5,1,0.0,0.533333,0.377778,24.0,17.0,22.0,0.488889,3,5,11.0,4.0,1,0.088889,4.0,-13.0
19071,1,0,46.0,4,3,2,11.5,2.0,21,1,21,3.0,0.0,0.0,2,0,0,0.065217,0.0,0.0,-3.0,-3.0,43.0,0.934783,2,3,4.0,43.0,2,0.934783,40.0,43.0
19072,1,0,410.0,10,3,7,41.0,1.428571,22,0,21,110.0,84.0,147.0,2,2,4,0.268293,0.204878,0.358537,-26.0,37.0,98.0,0.239024,0,0,0.0,69.0,2,0.168293,-41.0,-78.0
19073,1,0,402.0,12,11,8,33.5,1.5,18,1,18,37.0,305.0,60.0,5,5,2,0.09204,0.758706,0.149254,268.0,23.0,143.0,0.355721,3,3,3.0,0.0,0,0.0,-37.0,-60.0
19074,1,0,250.0,7,4,4,35.714286,1.75,5,16,20,0.0,0.0,250.0,0,0,7,0.0,0.0,1.0,0.0,250.0,181.0,0.724,1,1,1.0,0.0,0,0.0,0.0,-250.0
19075,1,0,94.0,9,4,5,10.444444,1.8,15,4,18,8.0,63.0,23.0,1,3,5,0.085106,0.670213,0.244681,55.0,15.0,52.0,0.553191,3,4,8.0,0.0,0,0.0,-8.0,-23.0
19076,1,0,37.0,5,3,4,7.4,1.25,18,3,20,12.0,7.0,18.0,1,1,3,0.324324,0.189189,0.486486,-5.0,6.0,16.0,0.432432,0,1,2.0,0.0,0,0.0,-12.0,-18.0
19077,1,0,103.0,4,2,2,25.75,2.0,3,1,3,103.0,0.0,0.0,4,0,0,1.0,0.0,0.0,-103.0,-103.0,92.0,0.893204,2,2,2.0,0.0,0,0.0,-103.0,0.0
19078,1,0,379.0,10,7,5,37.9,2.0,14,0,13,212.0,167.0,0.0,4,6,0,0.559367,0.440633,0.0,-45.0,-212.0,128.0,0.337731,0,2,7.0,0.0,0,0.0,-212.0,0.0
19079,1,0,740.0,16,4,9,46.25,1.777778,19,3,21,299.0,0.0,291.0,8,0,4,0.404054,0.0,0.393243,-299.0,-8.0,150.0,0.202703,2,3,7.0,150.0,4,0.202703,-149.0,-141.0
19080,1,0,65.0,5,4,3,13.0,1.666667,16,4,19,2.0,62.0,1.0,2,2,1,0.030769,0.953846,0.015385,60.0,-1.0,62.0,0.953846,4,4,4.0,0.0,0,0.0,-2.0,-1.0
19081,1,0,17.0,2,2,1,8.5,2.0,1,25,25,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1,1,1.0,17.0,2,1.0,17.0,17.0
19082,1,0,445.0,14,6,9,31.785714,1.555556,20,1,20,69.0,101.0,275.0,3,4,7,0.155056,0.226966,0.617978,32.0,206.0,109.0,0.244944,3,3,3.0,0.0,0,0.0,-69.0,-275.0
19083,1,0,429.0,10,8,5,42.9,2.0,20,0,19,94.0,230.0,105.0,1,7,2,0.219114,0.536131,0.244755,136.0,11.0,119.0,0.277389,3,4,6.0,0.0,0,0.0,-94.0,-105.0
19084,1,0,1694.0,28,20,11,60.5,2.545455,21,0,20,669.0,740.0,285.0,11,7,10,0.394923,0.436836,0.168241,71.0,-384.0,449.0,0.265053,7,10,18.0,0.0,0,0.0,-669.0,-285.0
19085,1,0,388.0,21,18,8,18.47619,2.625,15,3,17,290.0,97.0,1.0,13,7,1,0.747423,0.25,0.002577,-193.0,-289.0,234.0,0.603093,8,14,28.0,0.0,0,0.0,-290.0,-1.0
19086,1,0,123.0,1,1,1,123.0,1.0,1,8,8,0.0,123.0,0.0,0,1,0,0.0,1.0,0.0,123.0,0.0,123.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
19087,1,0,311.0,5,2,3,62.2,1.666667,3,12,14,0.0,170.0,141.0,0,4,1,0.0,0.546624,0.453376,170.0,141.0,141.0,0.453376,1,1,1.0,0.0,0,0.0,0.0,-141.0
19088,1,0,177.0,2,2,2,88.5,1.0,4,14,17,0.0,0.0,177.0,0,0,2,0.0,0.0,1.0,0.0,177.0,92.0,0.519774,0,0,0.0,0.0,0,0.0,0.0,-177.0
19089,1,0,722.0,12,8,6,60.166667,2.0,17,1,17,236.0,178.0,308.0,4,2,6,0.32687,0.246537,0.426593,-58.0,72.0,262.0,0.362881,2,4,9.0,0.0,0,0.0,-236.0,-308.0
19090,1,0,56.0,5,4,5,11.2,1.0,15,5,19,39.0,2.0,15.0,1,2,2,0.696429,0.035714,0.267857,-37.0,-24.0,39.0,0.696429,2,3,5.0,0.0,0,0.0,-39.0,-15.0
19091,1,0,272.0,3,2,2,90.666667,1.5,14,0,13,262.0,10.0,0.0,2,1,0,0.963235,0.036765,0.0,-252.0,-262.0,262.0,0.963235,0,0,0.0,0.0,0,0.0,-262.0,0.0
19092,1,0,184.0,3,1,1,61.333333,3.0,1,26,26,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,184.0,1.0,0,1,2.0,184.0,3,1.0,184.0,184.0
19093,1,0,193.0,4,2,3,48.25,1.333333,6,2,7,131.0,62.0,0.0,3,1,0,0.678756,0.321244,0.0,-69.0,-131.0,101.0,0.523316,0,0,0.0,0.0,0,0.0,-131.0,0.0
19094,1,0,315.0,5,4,3,63.0,1.666667,17,4,20,9.0,7.0,299.0,1,1,3,0.028571,0.022222,0.949206,-2.0,290.0,299.0,0.949206,0,0,0.0,0.0,0,0.0,-9.0,-299.0
19095,1,0,665.0,9,8,8,73.888889,1.125,14,2,15,230.0,434.0,1.0,4,4,1,0.345865,0.652632,0.001504,204.0,-229.0,225.0,0.338346,2,2,2.0,0.0,0,0.0,-230.0,-1.0
19096,1,0,579.0,12,9,9,48.25,1.333333,24,4,27,111.0,127.0,196.0,3,3,3,0.19171,0.219344,0.338515,16.0,85.0,125.0,0.215889,1,5,17.0,145.0,3,0.250432,34.0,-51.0
19097,1,0,10.0,2,1,1,5.0,2.0,1,1,1,10.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-10.0,-10.0,10.0,1.0,1,1,1.0,0.0,0,0.0,-10.0,0.0
19098,1,0,65.0,4,2,2,16.25,2.0,2,26,27,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,57.0,0.876923,0,2,8.0,65.0,4,1.0,65.0,65.0
19099,1,0,7.0,1,1,1,7.0,1.0,1,11,11,0.0,7.0,0.0,0,1,0,0.0,1.0,0.0,7.0,0.0,7.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
19100,1,0,345.0,8,6,4,43.125,2.0,18,4,21,5.0,0.0,338.0,1,0,5,0.014493,0.0,0.97971,-5.0,333.0,213.0,0.617391,3,4,8.0,2.0,2,0.005797,-3.0,-336.0
19101,1,0,306.0,7,6,3,43.714286,2.333333,18,1,18,76.0,229.0,1.0,3,3,1,0.248366,0.748366,0.003268,153.0,-75.0,229.0,0.748366,1,3,8.0,0.0,0,0.0,-76.0,-1.0
19102,1,0,320.0,9,3,3,35.555556,3.0,3,22,24,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,298.0,0.93125,2,3,6.0,320.0,9,1.0,320.0,320.0
19103,1,0,624.0,10,6,7,62.4,1.428571,13,7,19,0.0,319.0,305.0,0,6,4,0.0,0.511218,0.488782,319.0,305.0,180.0,0.288462,0,0,0.0,0.0,0,0.0,0.0,-305.0
19104,1,0,930.0,10,8,8,93.0,1.25,16,5,20,136.0,368.0,426.0,1,4,5,0.146237,0.395699,0.458065,232.0,290.0,216.0,0.232258,0,0,0.0,0.0,0,0.0,-136.0,-426.0
19105,1,0,990.0,16,14,5,61.875,3.2,12,10,21,0.0,18.0,831.0,0,1,13,0.0,0.018182,0.839394,18.0,831.0,379.0,0.382828,0,2,5.0,141.0,2,0.142424,141.0,-690.0
19106,1,0,4.0,2,2,2,2.0,1.0,4,8,11,0.0,4.0,0.0,0,2,0,0.0,1.0,0.0,4.0,0.0,3.0,0.75,1,2,4.0,0.0,0,0.0,0.0,0.0
19107,1,0,552.0,5,5,3,110.4,1.666667,8,1,8,305.0,247.0,0.0,3,2,0,0.552536,0.447464,0.0,-58.0,-305.0,247.0,0.447464,0,0,0.0,0.0,0,0.0,-305.0,0.0
19108,1,0,22.0,2,2,2,11.0,1.0,13,5,17,1.0,0.0,21.0,1,0,1,0.045455,0.0,0.954545,-1.0,20.0,21.0,0.954545,1,1,1.0,0.0,0,0.0,-1.0,-21.0
19109,1,0,409.0,12,7,5,34.083333,2.4,11,5,15,111.0,184.0,114.0,2,6,4,0.271394,0.449878,0.278729,73.0,3.0,182.0,0.444988,6,6,6.0,0.0,0,0.0,-111.0,-114.0
19110,1,0,574.0,7,6,6,82.0,1.166667,18,2,19,242.0,165.0,167.0,2,2,3,0.421603,0.287456,0.290941,-77.0,-75.0,123.0,0.214286,0,0,0.0,0.0,0,0.0,-242.0,-167.0
19111,1,0,264.0,5,4,3,52.8,1.666667,16,3,18,146.0,0.0,118.0,4,0,1,0.55303,0.0,0.44697,-146.0,-28.0,118.0,0.44697,0,1,4.0,0.0,0,0.0,-146.0,-118.0
19112,1,0,231.0,6,5,2,38.5,3.0,3,13,15,0.0,112.0,119.0,0,3,3,0.0,0.484848,0.515152,112.0,119.0,119.0,0.515152,1,1,1.0,0.0,0,0.0,0.0,-119.0
19113,1,0,574.0,10,6,6,57.4,1.666667,14,8,21,0.0,278.0,220.0,0,5,4,0.0,0.484321,0.383275,278.0,220.0,245.0,0.426829,2,2,2.0,76.0,1,0.132404,76.0,-144.0
19114,1,0,116.0,1,1,1,116.0,1.0,1,6,6,116.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-116.0,-116.0,116.0,1.0,0,0,0.0,0.0,0,0.0,-116.0,0.0
19115,1,0,7.0,3,3,2,2.333333,1.5,7,8,14,0.0,4.0,3.0,0,1,2,0.0,0.571429,0.428571,4.0,3.0,4.0,0.571429,1,3,7.0,0.0,0,0.0,0.0,-3.0
