membership_row_id,is_repurchase,target_repurchase,repurchase_score,churn_risk_score,risk_band,final_segment_key,final_segment_name_ko,use_in_stage09_simulation,modifier_low_or_no_early_engagement,modifier_delayed_start,modifier_late_week3_intensity,modifier_genre_affinity_any,modifier_price_promotion_context,modifier_week2_surge_small_sample,modifier_early_routine_review
20929,N,0,0.2606827164380253,0.7393172835619747,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,1
20930,N,0,0.4223803580294746,0.5776196419705254,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,0
20931,Y,1,0.9824179914553776,0.0175820085446223,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
20932,Y,1,0.9562613697585358,0.0437386302414641,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,1,1,0
20933,Y,1,0.8390639423102771,0.1609360576897228,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
20934,N,0,0.3222946602628504,0.6777053397371495,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,0,1,0,0
20935,Y,1,0.8799077750527953,0.1200922249472047,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,0,0,0
20936,Y,1,0.8841349038835433,0.1158650961164566,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
20937,Y,1,0.9078856015607198,0.0921143984392801,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
20938,Y,1,0.8788441609186914,0.1211558390813085,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,1,0
20939,Y,1,0.9791671083551858,0.0208328916448141,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,0,1,0
20940,Y,1,0.9692188109825866,0.0307811890174134,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
20941,Y,1,0.9716411371466918,0.0283588628533082,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
20942,N,0,0.4837406910344549,0.5162593089655452,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,1
20943,Y,1,0.919778676260608,0.0802213237393919,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
20944,N,0,0.3616368471227462,0.6383631528772538,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,1
20945,Y,1,0.9147864191980836,0.0852135808019163,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,0,1
20946,Y,1,0.4308164908491193,0.5691835091508807,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,0,0,0,0
20947,Y,1,0.9809398217336576,0.0190601782663425,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,0,0
20948,Y,1,0.8890632124999948,0.1109367875000052,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
20949,Y,1,0.7509953378349579,0.2490046621650421,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,1
20950,N,0,0.6661555534864194,0.3338444465135806,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
20951,Y,1,0.8407631168559084,0.1592368831440915,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,1,0,0,0,0,0
20952,Y,1,0.9764952153317936,0.0235047846682064,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,0,0
20953,Y,1,0.8103198609501017,0.1896801390498983,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,0,0
20954,Y,1,0.950457487546284,0.0495425124537159,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,0
20955,N,0,0.4768609630795616,0.5231390369204383,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,0,0,0
20956,N,0,0.2179748949960623,0.7820251050039377,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,1
20957,Y,1,0.6040587898989797,0.3959412101010203,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,0,0,0
20958,N,0,0.5921011228040415,0.4078988771959585,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
20959,Y,1,0.9421994196924752,0.0578005803075246,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,1,0
20960,Y,1,0.7806340598965048,0.2193659401034952,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
20961,Y,1,0.7043615357253964,0.2956384642746036,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,1
20962,N,0,0.2541047952246538,0.7458952047753462,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,0
20963,Y,1,0.8384470511151918,0.1615529488848082,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
20964,N,0,0.4194956924445932,0.5805043075554068,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
20965,Y,1,0.9864709233065656,0.0135290766934342,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
20966,Y,1,0.8553100107809084,0.1446899892190916,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,1
20967,Y,1,0.9388248292279032,0.0611751707720968,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,0,0
20968,Y,1,0.8528197688167485,0.1471802311832515,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,1,0
20969,Y,1,0.9262103952145074,0.0737896047854925,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,0,0
20970,Y,1,0.955302509067638,0.0446974909323618,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
20971,Y,1,0.9506855166190572,0.0493144833809428,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,0,0
20972,Y,1,0.5030252778076988,0.4969747221923012,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,0,0,0,0
20973,Y,1,0.95682399834918,0.0431760016508201,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,0,0,0
20974,Y,1,0.9371908799968928,0.0628091200031071,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
20975,N,0,0.3767953337790787,0.6232046662209212,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,1
20976,Y,1,0.976016603518853,0.023983396481147,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
20977,N,0,0.7282407154620013,0.2717592845379987,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,0,0,0
20978,N,0,0.2623520118890081,0.7376479881109919,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,1,0,0
20979,Y,1,0.9616664073302396,0.0383335926697603,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
20980,Y,1,0.9781047497495858,0.0218952502504141,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,0,0,0
20981,Y,1,0.7764856784753763,0.2235143215246237,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
20982,N,0,0.2378490431755451,0.7621509568244549,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,1
20983,N,0,0.3231774921574503,0.6768225078425497,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,0,1,0,0
20984,Y,1,0.7799723393677332,0.2200276606322667,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
20985,Y,1,0.9106975588526424,0.0893024411473576,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
20986,Y,1,0.8975346488530264,0.1024653511469736,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
20987,N,0,0.3705460424030554,0.6294539575969446,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,0,1,1,0
20988,Y,1,0.8512778276705837,0.1487221723294163,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
20989,Y,1,0.981088658224392,0.018911341775608,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,1,0
20990,Y,1,0.9335068560282777,0.0664931439717223,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
20991,Y,1,0.7147740804164417,0.2852259195835582,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,0,0
20992,Y,1,0.739004071854206,0.260995928145794,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
20993,Y,1,0.8094889112262625,0.1905110887737374,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,1,0
20994,Y,1,0.9648638499228328,0.0351361500771671,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,0
20995,N,0,0.2966620618305677,0.7033379381694322,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,1
20996,Y,1,0.9593916622288812,0.0406083377711187,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
20997,Y,1,0.9749491183647538,0.0250508816352461,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
20998,Y,1,0.7282407154620013,0.2717592845379987,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,0,0,0
20999,Y,1,0.792752021617201,0.2072479783827989,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,1,0,1
21000,N,0,0.284634066562613,0.715365933437387,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,1
21001,Y,1,0.9351758127915136,0.0648241872084862,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
21002,Y,1,0.8847352881567454,0.1152647118432546,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
21003,Y,1,0.8049107435926887,0.1950892564073113,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
21004,Y,1,0.7950992046595046,0.2049007953404954,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
21005,Y,1,0.9614561934127842,0.0385438065872157,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,0,1,0
21006,N,0,0.2649177811334099,0.7350822188665901,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,0
21007,Y,1,0.9172248543303272,0.0827751456696727,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
21008,Y,1,0.7698584785999697,0.2301415214000303,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,1,0
21009,Y,1,0.9525672519563324,0.0474327480436677,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,0,0
21010,N,0,0.4115688432613543,0.5884311567386457,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,1
21011,Y,1,0.9848033294670228,0.0151966705329772,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
21012,Y,1,0.91444611950998,0.0855538804900201,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,1,0
21013,Y,1,0.9692845302356212,0.0307154697643786,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
21014,N,0,0.1463761081825542,0.8536238918174457,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,0
21015,Y,1,0.4832562531674315,0.5167437468325685,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
21016,N,0,0.6887036728451381,0.3112963271548619,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
21017,Y,1,0.7445499341327476,0.2554500658672524,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
21018,N,0,0.3631121275711049,0.6368878724288951,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,0,1,0,1
21019,Y,1,0.9058129932129348,0.0941870067870652,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
21020,Y,1,0.6868083744279403,0.3131916255720597,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,0
21021,Y,1,0.9823359721823804,0.0176640278176195,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,1,1,1,0,1,0,0
21022,N,0,0.4419951724753271,0.558004827524673,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,1,0,1,0,1,0
21023,Y,1,0.956156139547248,0.0438438604527519,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
21024,Y,1,0.6855183498345474,0.3144816501654526,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,0,0,0
21025,Y,1,0.4754383316595105,0.5245616683404895,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,1,1,1,0
21026,Y,1,0.9135913164297568,0.0864086835702431,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
21027,Y,1,0.9241158397750372,0.0758841602249628,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,1
21028,Y,1,0.5050979326338839,0.4949020673661161,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,0,1,0,0
21029,Y,1,0.9825963308311276,0.0174036691688722,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
21030,N,0,0.1966089903491311,0.8033910096508688,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,1,0,0
21031,Y,1,0.9619367059034152,0.0380632940965848,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
21032,Y,1,0.9096288873494662,0.0903711126505337,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
21033,Y,1,0.6018310623728279,0.3981689376271721,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,0,0
21034,Y,1,0.9252478948966532,0.0747521051033467,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,1,1,1,0,1,0,0
21035,Y,1,0.9841936668320173,0.0158063331679828,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,1,0,0
21036,Y,1,0.6382697286633191,0.3617302713366809,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,0,0,1
21037,N,0,0.240562300885304,0.759437699114696,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,1
21038,Y,1,0.9872190770155544,0.0127809229844456,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,0,0,0
21039,Y,1,0.9586671153026596,0.0413328846973403,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,0,0,0
21040,Y,1,0.9573740440356356,0.0426259559643643,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,1,0
21041,Y,1,0.9333031964542676,0.0666968035457322,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
21042,Y,1,0.9773366542820696,0.0226633457179304,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
21043,Y,1,0.9625581820747892,0.0374418179252107,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,0,0
21044,Y,1,0.9535395815200948,0.0464604184799052,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
21045,Y,1,0.9589122664204972,0.0410877335795027,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
21046,Y,1,0.8195636224698257,0.1804363775301742,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
21047,Y,1,0.9847905804210668,0.015209419578933,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
21048,Y,1,0.9417084883152214,0.0582915116847786,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,0
21049,N,0,0.58269134186116,0.41730865813884,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,0
21050,Y,1,0.9658494748871118,0.0341505251128881,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,1,0
21051,N,0,0.2368660553916985,0.7631339446083014,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,1
21052,N,0,0.3824623704288905,0.6175376295711095,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,1,1,0,0
21053,Y,1,0.9711717698886052,0.0288282301113947,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,1,1,0
21054,Y,1,0.9089026998734752,0.0910973001265247,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,0,0,0
21055,Y,1,0.8311728336411949,0.1688271663588051,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,1,0
21056,N,0,0.5638402981793432,0.4361597018206568,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,0,0,0
21057,Y,1,0.7230459915657376,0.2769540084342624,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
21058,N,0,0.526520939565699,0.473479060434301,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,0,1,0,1
21059,N,0,0.6661555534864194,0.3338444465135806,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
21060,Y,1,0.9855596155264968,0.0144403844735032,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
21061,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,0
21062,Y,1,0.9733363189714608,0.0266636810285392,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
21063,Y,1,0.5484386831779622,0.4515613168220378,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,1
21064,N,0,0.1512601897951027,0.8487398102048973,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,1
21065,Y,1,0.8922591911078774,0.1077408088921225,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,1,0,0,1,0,0
21066,Y,1,0.3878316004217009,0.6121683995782992,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,0,0,1
21067,Y,1,0.7958645758509076,0.2041354241490923,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,0,0
21068,Y,1,0.8054650030204895,0.1945349969795105,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,0,1,0
21069,N,0,0.2982166066318544,0.7017833933681455,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,1,0,0,0
21070,N,0,0.5648778356221081,0.4351221643778918,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,1,0
21071,N,0,0.48737740906683,0.51262259093317,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,1,1,1,1,0
21072,N,0,0.2790000374639535,0.7209999625360465,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,1
21073,Y,1,0.9778370863175332,0.0221629136824668,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
21074,Y,1,0.8771156257075672,0.1228843742924328,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,1,0,0
21075,Y,1,0.8728480644675306,0.1271519355324694,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,0,0
21076,Y,1,0.6549621531433936,0.3450378468566064,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
21077,Y,1,0.8530304246390391,0.1469695753609609,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,0,0,1
21078,N,0,0.3582862881120918,0.6417137118879082,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,0,0,1
21079,Y,1,0.832243782738873,0.167756217261127,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
21080,N,0,0.6746798669072359,0.3253201330927641,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
21081,Y,1,0.9752511404492916,0.0247488595507083,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
21082,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,0
21083,Y,1,0.9056155031391616,0.0943844968608385,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,1
21084,Y,1,0.7686536269709939,0.231346373029006,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
21085,Y,1,0.9848866849368608,0.015113315063139,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,0
21086,Y,1,0.6049112592940142,0.3950887407059857,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
21087,Y,1,0.9755833024851408,0.0244166975148591,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,0
21088,Y,1,0.9575273167554892,0.0424726832445108,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,1
21089,Y,1,0.9824037181257672,0.0175962818742327,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
21090,Y,1,0.9672646678635916,0.0327353321364083,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,1,0
21091,Y,1,0.7646179180484746,0.2353820819515254,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
21092,Y,1,0.295698329346995,0.704301670653005,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,0
